statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男
105,臺北市信義區,敦厚里,4801,29,19,306,61,665,196,128,10,164,0,147,56,190,26,11,83,19,2,0,78,4,0,0
105,臺北市信義區,廣居里,7020,52,19,457,85,1024,295,209,7,235,0,171,99,278,45,11,119,40,2,0,79,7,2,0
105,臺北市信義區,安康里,9073,102,41,681,99,1416,348,235,10,241,0,230,153,303,74,9,120,43,2,0,89,9,5,1
105,臺北市信義區,六藝里,3383,13,4,169,37,374,164,121,4,87,0,129,54,193,54,7,108,24,3,1,92,5,2,2
105,臺北市信義區,雅祥里,4546,33,10,247,50,535,200,134,11,129,3,129,59,277,62,6,155,26,2,0,124,9,2,1
105,臺北市信義區,五常里,3443,12,11,165,41,447,139,116,10,113,1,117,44,174,34,5,92,18,1,0,105,6,2,1
105,臺北市信義區,五全里,4685,14,12,210,50,576,162,147,13,173,1,141,61,275,62,7,119,19,3,1,131,9,1,2
105,臺北市信義區,永吉里,3728,10,3,101,24,382,166,100,3,102,2,148,49,284,55,4,225,25,3,1,168,14,3,4
105,臺北市信義區,長春里,3910,15,6,145,27,424,197,112,4,113,1,154,45,241,58,4,157,17,3,0,158,10,1,5
105,臺北市信義區,四育里,5211,23,7,222,50,652,244,167,9,163,0,186,65,327,63,6,158,25,5,1,125,5,2,5
105,臺北市信義區,四維里,5007,26,8,246,66,741,195,140,11,144,1,169,47,292,42,5,119,20,4,0,97,9,2,3
105,臺北市信義區,永春里,4556,14,15,198,45,525,226,142,14,150,1,141,52,279,58,2,149,24,6,1,117,9,4,2
105,臺北市信義區,富台里,3920,11,13,231,33,517,169,107,5,139,0,130,62,152,39,4,72,26,2,0,66,5,1,2
105,臺北市信義區,國業里,6736,43,19,446,71,959,298,189,17,202,0,190,99,248,59,11,118,36,0,3,113,8,1,2
105,臺北市信義區,松隆里,2125,4,4,81,14,210,95,70,4,62,0,86,26,146,33,2,93,20,1,1,69,6,1,6
105,臺北市信義區,松友里,6033,24,15,316,62,820,251,191,11,194,3,205,75,292,53,7,119,28,5,1,111,5,3,1
105,臺北市信義區,松光里,4590,25,9,252,44,629,178,143,4,154,1,158,51,244,43,3,115,19,1,0,111,4,2,1
105,臺北市信義區,中坡里,4183,10,13,201,34,516,185,133,6,137,2,156,42,240,57,4,115,27,2,1,106,7,3,3
105,臺北市信義區,中行里,7453,35,14,271,77,922,359,223,18,221,4,266,87,469,94,13,231,45,4,3,222,12,6,8
105,臺北市信義區,大道里,5644,28,12,305,50,804,226,150,6,199,1,176,69,317,58,5,149,28,3,1,134,9,0,3
105,臺北市信義區,大仁里,3783,25,10,156,34,426,150,136,7,127,2,119,33,217,52,5,151,23,3,0,103,7,1,2
105,臺北市信義區,景新里,4603,42,12,300,43,725,187,118,4,122,0,132,63,155,37,5,73,21,4,1,54,7,2,5
105,臺北市信義區,惠安里,6103,29,20,272,77,774,310,190,9,197,0,197,76,314,73,6,184,27,1,0,147,11,2,4
105,臺北市信義區,三張里,8184,59,20,453,83,1143,335,230,33,257,11,290,98,367,75,8,176,36,3,3,154,13,4,7
105,臺北市信義區,三犁里,4813,45,15,298,57,704,204,114,8,133,1,188,54,183,39,2,83,23,5,2,90,4,0,1
105,臺北市信義區,六合里,6323,53,20,402,84,911,254,180,9,187,1,176,83,254,62,8,151,30,3,1,89,13,1,4
105,臺北市信義區,泰和里,7230,31,19,308,57,798,314,232,9,198,4,303,86,434,107,10,235,43,3,1,201,23,4,3
105,臺北市信義區,景聯里,4293,24,19,280,48,611,194,103,11,141,0,124,47,172,34,4,84,13,5,1,81,7,1,5
105,臺北市信義區,景勤里,3754,14,15,188,36,439,157,115,3,148,0,130,57,222,32,9,112,26,3,2,87,9,2,2
105,臺北市信義區,雙和里,6506,35,30,314,89,901,259,196,8,213,3,242,91,308,64,6,144,30,4,0,123,8,1,3
105,臺北市信義區,嘉興里,2960,22,8,143,23,420,130,92,2,94,1,86,33,154,20,2,63,15,1,1,59,1,1,0
105,臺北市信義區,黎順里,3866,34,14,202,49,515,185,112,6,105,1,118,54,197,35,4,104,21,2,1,94,8,0,0
105,臺北市信義區,黎平里,6517,49,16,362,72,908,263,203,11,190,1,178,73,311,65,10,155,32,4,2,133,13,2,3
105,臺北市信義區,黎忠里,4451,18,15,213,32,521,179,155,6,126,2,191,63,229,43,3,151,17,3,1,111,6,0,5
105,臺北市信義區,黎安里,1973,1,1,38,14,166,99,50,3,38,0,96,27,119,33,2,108,23,3,1,120,18,9,1
105,臺北市大安區,德安里,5058,61,20,395,48,839,152,102,12,139,12,151,64,137,33,4,52,29,1,0,19,11,0,1
105,臺北市大安區,仁慈里,4621,70,22,384,60,747,155,99,13,112,4,100,98,98,30,4,40,21,0,0,33,13,2,1
105,臺北市大安區,和安里,5999,75,19,521,64,950,243,134,14,162,8,142,133,157,54,8,63,32,3,0,36,9,0,0
105,臺北市大安區,民炤里,7155,126,33,647,78,1173,201,155,17,171,7,132,108,192,36,9,67,26,2,0,37,20,4,1
105,臺北市大安區,仁愛里,4754,73,8,317,36,819,132,108,5,125,10,128,59,106,28,5,56,22,1,0,23,9,7,4
105,臺北市大安區,義村里,5440,55,16,377,59,879,168,129,11,206,9,179,75,180,43,2,81,18,1,0,47,9,3,1
105,臺北市大安區,民輝里,6253,103,26,474,71,989,214,109,17,167,8,146,83,198,56,9,109,26,1,0,77,17,2,4
105,臺北市大安區,昌隆里,2899,42,13,221,20,540,87,59,2,100,1,82,35,76,18,1,23,14,2,0,29,4,0,0
105,臺北市大安區,誠安里,3839,41,6,246,28,627,121,81,5,113,4,106,40,145,28,4,53,14,4,1,38,9,1,3
105,臺北市大安區,光武里,6764,66,12,451,61,1083,208,122,22,180,10,206,89,196,53,3,89,31,1,0,66,10,3,2
105,臺北市大安區,龍坡里,5045,208,23,485,61,746,158,100,5,102,5,85,96,108,36,3,39,21,1,0,29,5,1,1
105,臺北市大安區,龍泉里,4164,90,22,357,50,587,112,94,9,120,4,81,67,116,28,5,45,19,1,0,33,11,1,2
105,臺北市大安區,古風里,3766,77,11,313,43,607,117,86,17,95,3,83,53,99,24,5,40,11,0,0,37,8,1,0
105,臺北市大安區,古莊里,6301,109,30,527,81,923,202,127,16,142,7,151,100,188,44,3,70,23,3,0,63,13,6,0
105,臺北市大安區,龍安里,7000,146,26,528,63,979,239,151,19,185,15,235,120,254,59,11,179,62,3,0,97,61,10,5
105,臺北市大安區,錦安里,5152,123,33,474,54,809,160,98,11,136,4,98,92,105,38,3,31,17,3,0,32,7,0,1
105,臺北市大安區,福住里,5415,100,25,489,67,846,164,111,14,106,7,106,97,124,32,3,42,16,1,0,25,10,1,0
105,臺北市大安區,永康里,3241,48,4,261,30,525,87,78,6,104,3,103,53,100,27,1,24,9,1,0,28,8,1,2
105,臺北市大安區,光明里,2999,45,12,247,35,449,98,73,11,68,6,72,74,109,18,3,20,7,0,1,26,6,3,1
105,臺北市大安區,錦泰里,3096,70,17,264,32,507,103,71,6,84,6,59,55,86,18,1,29,15,1,0,16,7,0,0
105,臺北市大安區,錦華里,4818,92,25,428,63,779,153,83,10,117,5,112,87,119,32,5,45,19,1,0,37,3,1,1
105,臺北市大安區,龍圖里,6165,89,18,469,72,983,207,156,19,182,4,151,77,197,43,6,63,15,4,0,50,6,2,4
105,臺北市大安區,新龍里,6019,74,34,478,80,1021,244,127,14,168,3,135,97,128,41,5,35,26,0,0,31,11,0,0
105,臺北市大安區,龍陣里,3251,39,11,231,33,537,128,76,7,92,4,89,47,99,19,1,37,12,1,0,46,8,2,0
105,臺北市大安區,龍雲里,4429,53,10,339,43,658,143,91,15,121,5,139,58,163,30,7,51,22,0,0,50,8,1,0
105,臺北市大安區,龍生里,5809,99,26,463,79,859,198,131,17,155,6,143,90,158,56,3,54,31,0,0,40,6,0,2
105,臺北市大安區,住安里,4758,40,11,242,47,641,153,122,26,121,4,153,90,227,43,7,105,30,0,0,101,12,1,3
105,臺北市大安區,義安里,4894,73,14,376,54,818,172,76,14,133,4,134,92,110,38,4,46,21,3,0,51,11,2,1
105,臺北市大安區,通化里,5626,36,11,290,43,734,170,150,27,162,6,208,71,284,92,4,161,28,1,1,138,22,1,5
105,臺北市大安區,通安里,5106,29,11,286,51,700,171,148,22,164,8,165,52,253,48,2,138,33,4,0,97,12,0,0
105,臺北市大安區,臨江里,3821,23,10,139,36,449,103,114,22,100,9,139,54,243,70,6,114,22,5,0,99,15,6,4
