statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男
104,臺北市中正區,板溪里,3094,24,12,179,33,412,83,75,14,83,3,2,76,35,181,31,92,16,3,0,65,6,2,1
104,臺北市中正區,螢圃里,5057,46,17,301,43,751,170,116,28,155,5,11,168,50,254,38,114,28,1,0,81,6,1,0
104,臺北市中正區,螢雪里,4145,24,13,200,51,509,150,110,20,127,8,4,158,42,233,64,146,18,2,0,85,9,1,3
104,臺北市中正區,永功里,5600,49,20,276,46,642,205,148,23,162,6,11,213,85,311,95,194,37,1,2,155,14,2,13
104,臺北市中正區,永昌里,4746,12,9,167,30,477,158,119,43,160,11,3,196,59,337,95,199,41,5,1,167,24,4,5
104,臺北市中正區,龍興里,3390,28,7,187,32,397,93,90,19,88,5,1,109,55,191,64,101,22,0,0,86,6,2,3
104,臺北市中正區,忠勤里,6250,7,6,133,41,434,171,171,33,133,13,8,278,91,470,138,480,64,6,1,242,25,8,19
104,臺北市中正區,廈安里,3673,33,12,197,41,431,105,93,12,110,3,4,134,51,197,50,95,28,0,0,78,15,2,4
104,臺北市中正區,愛國里,2892,26,11,170,20,375,110,56,10,81,4,2,84,60,103,39,55,21,2,1,34,12,1,0
104,臺北市中正區,南門里,2408,41,11,161,28,333,83,50,7,62,2,5,51,41,85,20,34,10,1,0,28,8,4,3
104,臺北市中正區,龍光里,2961,33,13,251,40,460,108,61,8,82,4,3,89,56,91,37,35,17,1,0,25,13,0,1
104,臺北市中正區,南福里,9026,114,51,694,105,1222,384,221,22,273,14,14,218,263,309,68,122,53,2,2,104,35,0,0
104,臺北市中正區,龍福里,6415,70,16,365,61,836,236,145,26,184,12,3,238,148,281,77,161,62,2,1,137,59,9,23
104,臺北市中正區,新營里,7743,145,42,665,94,1099,288,178,20,188,12,10,183,176,240,67,99,34,0,0,50,24,3,3
104,臺北市中正區,建國里,1297,10,6,86,10,170,32,47,6,45,2,1,30,31,39,14,12,10,0,0,13,2,0,0
104,臺北市中正區,光復里,3401,26,9,165,36,425,128,77,27,107,7,13,127,71,166,41,71,25,0,1,41,7,2,3
104,臺北市中正區,黎明里,2950,33,16,181,31,450,126,72,8,93,5,1,98,50,111,29,43,32,2,1,33,5,2,2
104,臺北市中正區,梅花里,2966,26,16,183,31,474,91,76,7,94,6,0,76,46,121,23,37,16,2,0,45,12,1,1
104,臺北市中正區,幸福里,4124,56,14,264,39,604,149,121,18,119,12,9,123,63,178,44,41,23,1,0,51,13,1,1
104,臺北市中正區,幸市里,4155,65,13,331,45,692,127,94,8,111,7,5,99,55,119,26,63,15,4,0,40,7,2,2
104,臺北市中正區,東門里,3653,60,17,283,46,543,130,93,10,92,10,3,74,53,109,47,61,30,1,0,56,14,1,3
104,臺北市中正區,文北里,4947,89,25,436,57,856,155,108,14,115,10,3,90,68,112,26,50,39,1,0,29,12,2,1
104,臺北市中正區,文祥里,6760,118,14,523,80,980,237,154,21,189,5,8,174,146,229,59,78,39,0,0,48,14,3,2
104,臺北市中正區,三愛里,7565,133,26,587,90,1164,250,131,17,212,8,1,155,148,209,65,78,36,3,0,62,11,0,1
104,臺北市大同區,玉泉里,2761,11,5,100,25,349,104,59,17,101,5,5,142,37,149,44,92,24,4,2,58,18,0,0
104,臺北市大同區,建明里,3174,21,2,130,23,393,104,89,15,106,5,2,134,66,204,47,81,17,9,0,68,11,2,1
104,臺北市大同區,建功里,4211,16,7,150,27,421,116,128,27,140,8,11,213,70,279,53,147,36,15,1,128,15,1,4
104,臺北市大同區,建泰里,3373,17,4,159,24,421,111,85,13,132,12,3,134,56,192,53,90,27,4,0,60,7,2,1
104,臺北市大同區,永樂里,4943,25,7,231,43,633,169,119,21,170,9,4,253,94,302,49,133,36,16,3,107,25,0,1
104,臺北市大同區,朝陽里,4094,19,9,171,33,462,129,101,26,144,9,7,152,73,256,65,131,21,11,2,98,18,1,2
104,臺北市大同區,星明里,5299,26,9,235,44,573,178,127,23,156,15,6,213,116,311,76,162,39,12,2,111,17,4,3
104,臺北市大同區,光能里,4565,17,11,152,28,492,145,129,7,148,7,10,173,84,323,73,149,27,7,1,155,26,2,2
104,臺北市大同區,大有里,4492,10,7,144,28,528,148,100,26,138,7,7,218,79,333,75,157,37,8,3,110,19,6,0
104,臺北市大同區,延平里,3795,14,8,124,20,404,140,95,15,118,6,9,155,69,250,63,161,27,7,1,110,11,5,4
104,臺北市大同區,雙連里,8603,39,17,283,61,822,286,218,56,271,14,20,326,168,561,164,332,76,17,4,287,49,11,8
104,臺北市大同區,南芳里,3645,9,5,137,25,393,95,87,16,100,9,0,140,60,231,67,137,32,8,2,104,20,4,2
104,臺北市大同區,民權里,5857,27,10,226,53,683,197,180,29,191,10,7,202,124,314,92,184,45,6,3,141,22,1,1
104,臺北市大同區,景星里,2589,8,6,75,20,199,67,76,14,52,7,2,94,36,210,65,139,37,5,1,150,23,2,5
104,臺北市大同區,隆和里,2795,10,4,88,24,279,95,55,13,99,9,5,117,51,215,49,105,27,6,1,97,11,1,5
104,臺北市大同區,蓬萊里,4522,15,10,148,41,514,132,140,19,137,11,8,195,84,298,75,174,28,13,1,138,18,2,3
104,臺北市大同區,國順里,2732,6,0,56,12,199,79,62,19,69,12,4,122,61,233,68,181,39,6,2,157,25,4,3
104,臺北市大同區,國慶里,4020,17,12,172,45,489,127,102,18,133,10,8,138,57,265,56,120,29,7,2,84,8,3,1
104,臺北市大同區,揚雅里,4010,12,4,100,16,367,108,96,28,137,9,6,211,88,283,73,266,64,8,2,220,37,6,26
104,臺北市大同區,斯文里,4985,18,7,164,27,511,116,133,21,135,8,8,216,90,343,114,253,60,6,2,196,21,6,7
104,臺北市大同區,鄰江里,5963,16,9,185,45,555,200,153,36,201,8,5,243,105,424,109,297,53,18,7,286,22,0,4
104,臺北市大同區,至聖里,7376,20,14,269,52,808,202,202,37,272,14,17,312,139,497,108,232,44,7,3,211,19,3,6
104,臺北市大同區,老師里,5462,9,6,169,36,499,180,145,45,155,3,12,264,85,414,128,253,45,8,0,223,20,2,2
104,臺北市大同區,重慶里,6064,31,13,274,42,685,209,192,27,178,6,11,206,77,323,104,209,40,10,1,185,18,1,3
104,臺北市大同區,保安里,3828,19,6,139,28,387,133,120,21,125,10,8,167,60,234,66,131,31,5,3,140,23,1,7
104,臺北市萬華區,福星里,5018,22,12,164,34,543,147,112,26,151,12,9,246,71,335,95,197,56,9,3,152,21,2,4
104,臺北市萬華區,萬壽里,3180,11,8,125,20,339,76,94,19,90,5,6,167,39,203,48,121,35,3,3,78,17,2,5
104,臺北市萬華區,西門里,3525,18,12,152,29,407,76,99,13,117,10,1,138,43,186,60,120,28,8,1,87,9,2,4
104,臺北市萬華區,新起里,6009,37,16,274,64,667,184,136,28,197,14,12,223,61,342,94,181,48,11,3,162,21,4,3
104,臺北市萬華區,菜園里,5626,16,7,202,42,554,182,158,32,158,8,8,224,72,412,111,297,58,11,4,215,14,3,5
104,臺北市萬華區,青山里,5410,13,5,121,40,499,168,133,25,151,9,4,239,73,397,117,275,72,6,5,272,29,2,10
104,臺北市萬華區,富民里,4683,12,9,137,23,460,112,109,26,138,11,3,167,56,330,92,228,53,9,2,242,30,4,3
104,臺北市萬華區,福音里,3238,8,3,123,24,347,90,91,20,111,10,8,135,37,224,54,137,21,5,2,100,10,1,6
104,臺北市萬華區,仁德里,4470,31,17,224,46,545,142,125,31,155,13,8,175,50,238,58,124,34,8,1,115,9,4,2
104,臺北市萬華區,富福里,5794,16,7,171,30,576,150,112,25,223,19,8,314,96,479,141,398,100,8,4,300,59,20,18
104,臺北市萬華區,頂碩里,6839,14,7,277,36,681,210,175,32,226,10,3,244,103,522,155,318,39,3,3,303,30,3,13
104,臺北市萬華區,雙園里,4247,15,7,161,42,399,139,112,19,137,18,7,148,82,321,76,192,28,8,0,163,19,4,8
104,臺北市萬華區,新忠里,3330,31,5,147,25,435,93,81,15,134,7,4,116,36,179,46,121,18,6,0,83,8,4,5
104,臺北市萬華區,新和里,8051,49,9,338,95,1064,272,249,39,311,20,9,317,112,402,123,222,53,7,0,133,21,8,8
104,臺北市萬華區,糖廍里,5133,12,7,181,36,545,155,151,33,118,5,4,214,81,397,70,219,58,6,0,208,20,2,6
104,臺北市萬華區,和平里,6453,7,14,172,35,539,171,141,38,160,15,16,248,98,510,130,412,66,7,6,360,30,6,13
