statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男
104,臺北市中山區,中原里,4591,32,7,238,46,604,158,126,20,154,7,6,140,67,252,39,110,28,4,0,94,12,1,1
104,臺北市中山區,興亞里,4856,41,14,302,55,700,166,134,20,155,5,2,158,52,209,54,79,23,5,0,51,9,0,2
104,臺北市中山區,中央里,3255,16,10,168,33,484,94,85,15,138,2,4,106,50,145,31,64,17,2,1,44,3,1,0
104,臺北市中山區,朱馥里,5403,31,8,233,56,671,163,120,19,205,8,8,189,78,279,77,164,31,7,0,146,21,3,2
104,臺北市中山區,龍洲里,4661,52,10,273,52,726,167,117,14,176,5,5,151,65,140,33,57,18,4,0,43,9,2,4
104,臺北市中山區,朱園里,4220,38,10,288,41,607,133,81,14,144,9,7,138,53,167,28,63,28,2,0,64,5,3,1
104,臺北市中山區,埤頭里,3178,19,5,160,28,423,96,91,11,133,6,5,106,33,176,44,77,24,0,0,65,15,2,5
104,臺北市中山區,朱崙里,2622,18,3,138,18,339,82,66,13,95,1,2,92,33,117,29,64,14,4,2,53,8,1,2
104,臺北市中山區,力行里,5495,61,16,361,57,806,179,118,13,170,13,7,173,72,232,37,114,25,2,1,75,8,2,2
104,臺北市中山區,復華里,4226,37,4,238,42,583,144,115,20,142,4,9,131,72,144,43,63,15,2,0,56,7,1,6
104,臺北市中山區,金泰里,6450,46,22,481,75,857,215,181,32,178,14,7,172,113,283,64,141,51,2,0,123,19,2,2
104,臺北市中山區,北安里,2467,16,8,134,24,353,84,77,10,101,3,5,81,32,110,20,55,13,2,0,27,7,1,0
104,臺北市中正區,水源里,2749,39,11,160,27,314,93,66,10,95,6,2,84,31,121,18,65,21,1,2,59,13,1,3
104,臺北市中正區,富水里,2256,39,19,158,35,271,76,62,8,43,7,1,86,34,98,30,87,14,1,0,63,11,2,1
104,臺北市中正區,文盛里,2371,40,14,154,29,357,94,53,5,62,7,2,69,32,84,15,46,12,0,1,34,5,0,2
104,臺北市中正區,林興里,4206,50,20,297,48,521,127,118,20,106,1,3,136,57,175,50,107,20,2,0,80,13,4,4
104,臺北市中正區,河堤里,4290,74,17,295,37,679,150,115,18,147,11,6,115,58,150,29,49,16,0,0,43,10,1,3
104,臺北市中正區,頂東里,5622,56,13,367,80,837,188,156,15,166,9,4,140,61,216,42,98,20,4,1,100,8,1,3
104,臺北市中正區,網溪里,5331,53,12,368,58,806,184,145,21,149,9,7,159,76,195,43,82,15,1,0,79,13,0,1
