statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m,,,,,,,,,,,,,,,,,,,,,,,
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,民安里,1943,6,2,66,14,204,59,48,14,67,3,2,68,31,163,34,80,9,1,0,52,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,陽明里,2671,6,4,73,24,256,85,85,16,77,4,8,76,41,187,66,142,12,3,0,118,9,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,朝陽里,3130,3,1,68,17,253,88,84,25,69,4,11,117,34,211,85,202,21,2,1,174,10,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,松柏里,2154,4,3,66,15,188,56,65,11,46,5,3,55,33,181,75,134,24,4,1,89,6,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,文聖里,3582,6,2,96,20,314,139,107,32,95,6,9,100,48,246,93,244,30,0,1,135,8,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,居仁里,3047,6,4,81,29,285,102,84,20,75,8,7,106,28,244,74,169,25,4,0,122,10,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,莊敬里,3604,7,3,148,41,392,138,90,22,104,4,8,91,66,209,67,151,33,2,0,99,8,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,東安里,2238,4,5,56,11,180,59,70,14,46,1,8,56,36,215,57,121,18,6,1,105,12,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,五權里,3860,2,6,95,22,334,122,123,19,109,9,12,142,58,299,100,238,35,1,0,182,12,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,溪福里,12511,18,12,291,100,1050,474,450,90,261,26,33,423,249,1101,357,702,98,6,1,347,11,5,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,大觀里,3413,3,2,43,18,277,110,79,34,58,9,4,114,43,294,94,265,25,1,0,159,8,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市板橋區,歡園里,1259,1,0,17,3,75,28,32,8,17,2,2,54,23,124,32,126,5,0,1,82,8,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,大有里,4991,4,11,118,50,442,176,128,46,104,3,5,161,59,416,131,351,23,5,2,199,13,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,二重里,1540,1,1,18,9,117,61,34,12,19,4,1,41,22,149,54,138,7,5,1,71,7,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,頂崁里,2137,1,0,43,6,188,82,48,16,49,2,4,57,31,214,45,174,10,3,1,95,4,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,谷王里,930,2,1,21,6,64,33,21,5,27,4,0,50,8,75,28,70,7,2,1,68,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,中興里,3532,3,3,73,30,298,131,95,31,70,5,6,119,50,289,89,247,18,6,0,185,12,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,德厚里,395,0,0,5,1,20,9,13,0,8,1,0,15,7,30,9,45,3,0,0,23,3,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,成功里,5422,10,7,154,48,560,184,169,37,151,7,7,166,93,424,130,219,19,8,2,163,18,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福祉里,4971,9,10,175,46,513,225,135,23,126,9,6,161,48,339,106,273,26,5,1,149,14,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福民里,3214,5,2,58,18,272,117,99,25,86,4,7,102,49,282,85,208,20,4,1,144,17,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,過田里,8521,11,9,163,57,613,263,205,53,242,19,9,378,165,790,267,932,70,11,5,404,44,6,17,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,錦田里,1952,0,1,46,11,171,66,61,10,45,3,1,74,35,168,57,125,4,3,0,79,2,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,重明里,3209,8,4,101,25,326,86,99,19,76,7,4,109,57,241,74,150,9,4,1,138,16,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,光田里,4172,12,8,101,32,381,155,117,30,113,3,2,142,64,307,84,241,14,12,0,181,12,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,光陽里,5898,6,4,163,42,584,252,197,53,144,8,4,204,96,440,112,325,21,8,3,215,18,5,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,田心里,3848,4,1,70,19,285,159,117,29,86,2,5,129,51,311,105,278,23,8,0,215,12,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福田里,3420,0,1,92,23,322,129,85,30,88,6,6,101,51,289,110,219,18,8,0,126,9,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,田中里,5728,4,8,132,47,527,220,157,42,120,13,5,181,75,425,177,342,19,9,3,258,23,5,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,田安里,5726,8,9,133,42,455,203,172,33,150,7,10,198,97,445,150,363,20,5,0,221,22,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,三民里,3058,6,0,75,31,298,128,84,15,66,2,3,101,44,243,71,192,12,5,1,118,13,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,光明里,6679,17,12,196,53,622,250,165,51,147,15,9,231,118,499,187,351,28,9,1,219,17,2,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,光正里,2279,9,2,100,21,238,92,71,16,58,4,4,74,39,143,40,101,9,2,0,69,6,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,同安里,1345,2,0,19,9,81,32,33,7,11,3,3,62,16,95,54,148,9,3,0,68,9,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,同慶里,1686,5,2,40,9,165,57,40,14,27,2,3,70,25,122,50,108,10,3,0,60,11,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,菜寮里,2013,3,2,51,16,121,65,63,15,47,5,3,83,25,170,51,147,8,2,3,84,5,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永春里,1811,3,2,36,10,147,64,61,13,34,4,4,56,18,147,45,130,7,4,0,85,13,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,中正里,1331,4,0,31,16,96,47,33,6,33,1,7,40,24,104,50,96,9,3,1,54,4,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,吉利里,1383,0,3,31,18,113,36,41,13,40,1,6,37,16,106,40,95,9,2,1,61,11,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,大同里,1822,2,1,49,16,170,51,46,13,59,3,1,64,30,143,42,89,13,1,0,63,9,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,中民里,1224,0,1,13,8,95,37,42,3,24,1,0,38,17,101,36,111,8,3,3,65,6,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,平和里,1469,3,1,15,2,87,39,35,11,33,2,0,38,21,146,54,142,9,2,1,82,7,2,15,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,大安里,1572,0,1,23,5,112,70,36,10,29,1,0,41,20,149,68,121,5,3,1,84,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,仁德里,1912,0,1,50,6,111,63,39,9,42,3,4,73,28,156,59,171,11,5,2,124,10,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,忠孝里,1655,2,0,27,11,121,60,36,12,24,3,3,58,19,167,46,122,8,0,2,91,6,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,仁義里,1102,1,1,23,6,53,35,26,8,22,2,1,38,22,109,38,82,8,2,0,52,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,光榮里,1356,2,2,28,7,134,48,27,10,37,3,1,46,25,100,28,94,8,3,1,52,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,光輝里,1459,1,1,40,2,124,47,33,5,38,3,1,40,23,126,47,120,5,1,0,70,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福星里,941,3,2,23,12,78,29,19,2,22,2,0,37,13,82,20,51,4,2,0,38,3,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福利里,2205,3,2,52,16,175,110,46,18,52,4,2,70,35,168,36,146,8,2,0,65,8,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,清和里,3536,10,4,104,34,324,124,110,15,109,7,6,122,50,268,69,172,20,6,0,101,8,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永興里,1216,2,0,30,8,98,37,34,12,40,3,0,33,11,120,27,75,5,3,1,39,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,中山里,2495,4,4,66,11,251,85,71,12,77,6,4,74,41,156,72,141,11,3,3,91,8,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,大園里,2454,2,2,40,15,186,82,64,16,53,5,0,74,30,237,92,171,11,3,1,121,11,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,國隆里,2538,1,1,50,11,204,93,78,16,66,5,3,70,44,202,68,170,12,3,0,99,5,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,重陽里,3433,6,5,61,15,284,152,87,20,102,4,4,125,54,255,101,223,16,5,0,146,17,2,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,民生里,4020,1,1,71,18,314,135,106,23,74,9,3,140,68,297,109,313,25,4,4,211,20,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,重新里,1360,2,5,31,10,107,44,41,8,27,4,2,57,17,102,38,87,16,2,0,64,9,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,正德里,1083,1,2,25,8,75,37,31,3,21,3,0,43,23,79,30,79,8,2,0,53,4,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,正義里,1728,4,1,32,16,158,55,56,9,48,2,0,61,23,123,48,103,13,4,1,98,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,正安里,1859,0,1,31,11,142,67,47,6,53,3,4,66,29,169,36,130,13,4,0,87,2,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,自強里,1735,0,2,31,6,131,56,57,12,31,1,1,59,25,126,49,151,6,1,0,91,11,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,文化里,2191,0,4,59,19,191,66,68,9,64,3,4,81,22,180,45,142,10,6,1,115,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,中央里,1634,2,1,39,13,119,50,43,8,36,3,1,65,24,109,56,120,7,1,2,98,8,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,雙園里,927,0,1,15,4,73,22,19,7,28,1,1,37,10,79,28,76,4,1,1,44,7,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,錦通里,1456,1,2,20,10,100,32,26,15,37,0,1,47,14,138,44,102,9,5,1,88,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,錦安里,1734,2,1,28,8,135,55,49,8,32,2,4,52,26,157,41,105,18,4,3,87,7,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,長安里,2117,6,2,32,9,158,64,47,20,55,6,1,67,36,198,57,158,10,5,0,110,5,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,光華里,1825,3,2,40,15,170,58,42,10,48,4,3,71,21,153,44,114,9,1,2,82,4,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,長生里,841,1,2,21,4,64,31,18,3,20,2,0,26,15,72,29,47,11,2,1,42,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,開元里,1368,1,0,35,7,117,40,40,5,32,1,4,38,18,97,33,115,18,4,0,79,9,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,大德里,773,3,1,15,3,61,18,24,5,17,1,3,24,7,68,20,45,4,2,1,41,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,長元里,2335,3,0,29,13,174,82,55,13,41,4,5,68,42,187,89,222,5,6,0,124,11,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,長江里,1944,3,2,45,11,150,60,44,13,47,4,2,74,35,131,62,147,12,4,0,102,8,1,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,長泰里,2150,2,1,33,9,156,52,49,11,51,4,1,58,34,209,79,161,19,4,2,112,17,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,長福里,1485,4,0,27,6,96,39,37,9,27,1,0,48,17,138,36,115,8,3,2,85,9,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,介壽里,1103,3,1,21,9,82,37,21,9,31,5,3,43,16,76,22,93,4,1,0,50,2,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,萬壽里,1928,0,4,33,16,141,59,60,8,51,4,1,59,17,163,46,147,4,0,0,108,3,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,錦江里,2279,1,2,26,11,149,72,54,19,25,4,2,84,26,201,62,240,11,2,0,126,13,4,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,龍濱里,3050,5,2,46,15,219,115,72,22,67,4,4,105,44,233,102,269,15,2,2,129,18,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,龍門里,1775,4,3,26,8,141,63,28,12,41,2,3,49,33,163,63,135,6,1,0,84,8,5,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,秀江里,1311,3,1,21,7,92,38,44,12,31,1,3,29,19,100,38,122,11,0,1,72,7,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,奕壽里,1676,3,5,28,11,123,61,50,11,41,2,6,62,20,147,35,106,18,0,0,77,5,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,三安里,2572,5,1,53,20,215,81,57,15,54,4,6,93,39,215,51,171,14,2,0,118,3,0,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福安里,2859,3,1,57,16,243,95,71,14,52,6,4,114,55,209,68,205,10,1,1,156,9,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,信安里,1846,5,2,55,15,160,56,55,17,47,6,2,53,28,140,46,122,13,1,0,69,4,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,安慶里,1957,2,3,37,10,138,54,49,15,34,5,4,72,32,135,61,154,10,2,1,111,14,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,幸福里,4285,8,6,88,33,311,157,122,28,106,6,3,133,67,371,112,310,23,4,2,183,11,5,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,六合里,3509,6,1,59,28,253,130,89,29,75,9,2,112,54,291,103,284,22,2,1,175,12,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,六福里,5132,4,6,105,30,446,194,129,37,113,8,7,167,84,388,151,425,23,4,0,179,10,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,順德里,2145,3,3,32,8,129,68,49,16,33,2,2,80,35,181,87,235,16,0,0,132,9,5,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,承德里,1731,3,4,28,9,133,54,46,11,35,1,1,58,29,133,52,135,15,0,0,100,7,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,瑞德里,2239,1,0,26,13,148,56,62,14,50,1,2,67,34,191,63,199,19,3,0,121,12,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,崇德里,3758,1,1,58,16,249,115,103,28,65,9,7,128,49,313,110,370,25,5,1,203,14,3,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,厚德里,3309,6,3,87,22,276,126,106,20,72,4,1,107,67,232,83,189,16,2,0,164,17,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,維德里,2718,3,0,51,13,199,96,65,19,57,5,4,104,33,202,75,195,19,3,0,141,10,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,尚德里,2902,4,4,52,14,221,97,73,26,68,6,3,98,38,228,64,216,14,2,1,154,12,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,培德里,3474,7,2,97,28,287,140,87,16,91,5,5,137,49,263,70,239,16,2,0,147,9,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永德里,4616,3,2,84,14,328,146,133,28,89,6,9,165,57,384,141,384,22,3,2,215,23,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永盛里,3086,5,2,38,21,238,94,81,17,60,3,4,83,43,244,112,252,9,4,1,151,9,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永福里,4926,6,3,72,28,340,181,118,32,90,9,8,162,78,391,144,405,31,4,0,238,22,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永清里,5142,6,2,95,28,361,195,94,50,91,12,12,146,89,386,135,435,29,2,2,230,22,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永安里,3760,3,3,90,21,245,127,114,30,71,13,3,96,75,295,142,292,19,4,2,160,13,3,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永煇里,2404,1,4,40,18,169,87,65,14,21,6,2,76,29,216,72,251,12,1,0,133,11,1,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,溪美里,7302,8,3,155,42,582,263,236,58,160,14,18,241,102,536,226,517,39,8,0,268,25,3,12,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福隆里,4075,4,8,110,22,354,129,105,35,103,8,11,153,56,288,93,246,22,1,2,141,16,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,五常里,3868,1,3,55,11,299,111,100,29,73,8,5,120,61,324,119,331,17,2,0,198,15,7,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,五福里,3466,5,1,104,27,292,109,76,23,66,4,6,123,51,232,100,240,15,3,2,159,11,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,仁忠里,2934,2,1,42,15,185,70,73,32,34,7,4,105,36,227,96,303,26,1,0,175,12,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,慈福里,2140,1,1,28,16,151,62,41,13,27,2,3,81,29,177,76,211,12,2,0,122,12,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,慈生里,2206,1,2,29,7,160,71,67,15,30,7,4,83,27,171,64,181,19,2,1,128,14,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,慈惠里,2049,1,1,36,13,149,62,54,16,23,1,3,54,29,162,64,201,9,2,1,105,13,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,慈愛里,3350,2,2,42,17,229,102,80,25,44,8,3,127,45,269,105,323,20,1,0,181,19,5,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,慈化里,2362,1,3,41,21,172,78,68,20,36,1,2,63,36,192,86,178,14,2,0,117,8,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,慈祐里,4347,1,2,98,20,344,147,117,29,86,5,4,124,61,336,129,364,23,5,0,238,20,7,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,五華里,4696,7,4,143,41,404,161,124,34,96,7,7,137,81,304,128,341,20,5,2,182,18,2,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,富貴里,5547,25,9,238,46,583,215,153,33,135,7,8,121,76,341,109,282,21,3,1,159,25,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,富華里,2926,7,2,67,27,238,80,87,24,50,2,2,97,38,224,78,265,13,1,1,159,14,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,富福里,1914,0,2,28,8,129,60,46,17,29,3,2,64,23,157,51,178,9,0,0,109,8,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,碧華里,6148,13,17,282,60,683,243,176,49,166,14,2,181,99,376,107,277,27,2,2,143,12,6,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,五谷里,1683,2,3,44,8,135,61,54,12,44,5,1,58,27,153,43,104,15,1,0,92,5,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,博愛里,4310,6,6,86,30,370,143,106,29,84,5,3,148,61,366,124,301,23,8,1,153,9,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福德里,3603,9,1,94,26,298,111,95,26,89,12,7,115,59,282,67,215,21,7,1,118,11,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永吉里,2759,2,1,66,17,187,88,82,16,61,8,3,79,51,240,79,191,12,3,1,122,5,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永發里,5308,7,6,168,39,534,196,157,38,116,6,5,139,83,366,121,369,31,1,5,213,14,4,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永順里,4645,3,6,57,36,311,190,109,38,64,5,9,126,68,364,160,447,22,2,1,190,18,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,永豐里,5259,2,5,79,17,349,172,150,41,67,4,5,139,76,444,163,492,28,5,2,253,19,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,立德里,3141,3,1,69,19,247,110,86,19,69,5,5,92,56,242,87,234,16,0,0,147,12,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,福樂里,3465,1,4,62,19,241,106,96,26,64,5,3,116,49,274,111,299,15,2,2,202,14,5,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,仁華里,3947,2,3,89,23,327,137,103,26,85,6,9,130,58,290,95,325,15,2,0,177,13,4,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三重區,五順里,3629,1,2,56,12,239,117,97,31,56,4,3,120,68,284,126,343,16,4,0,188,15,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,中原里,4777,10,10,133,33,480,173,143,25,135,6,9,171,81,414,99,231,28,4,2,165,10,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,平河里,8313,19,10,197,64,775,295,287,68,230,18,24,288,140,650,196,398,53,3,1,203,17,5,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,信和里,4018,8,4,76,22,298,146,117,43,85,5,13,170,66,336,115,281,27,4,0,174,12,1,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,仁和里,3990,3,1,81,28,353,154,100,45,93,4,15,148,62,338,104,264,24,3,1,148,7,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,中正里,3780,2,4,63,16,302,127,120,26,82,10,10,151,47,307,115,246,20,9,2,147,7,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,建和里,3392,7,3,86,24,333,130,114,28,79,8,7,177,45,251,67,149,31,1,1,108,7,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,連和里,2220,6,3,96,28,266,68,58,10,83,5,1,72,31,129,38,43,16,3,1,37,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,連城里,5973,9,9,191,53,626,185,192,54,173,13,11,202,98,434,127,216,40,7,1,182,6,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,力行里,5569,17,6,231,52,567,201,195,30,162,8,12,179,110,371,108,202,32,5,1,135,9,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,枋寮里,3397,15,5,121,41,338,107,89,23,105,7,7,113,36,289,77,139,21,6,1,113,6,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,漳和里,3289,9,4,103,31,352,91,98,16,118,4,7,113,47,266,56,134,15,10,0,97,7,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,廟美里,4126,10,7,105,38,401,142,137,28,116,8,6,142,56,303,83,207,29,11,2,163,15,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,福真里,3852,7,11,82,26,318,112,122,26,98,10,12,141,46,350,95,213,29,4,1,154,17,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,福善里,3996,6,7,109,23,358,112,120,31,122,8,6,140,52,291,95,219,29,4,2,137,9,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,福美里,4122,7,8,78,31,379,129,127,39,143,8,5,145,53,338,92,232,35,9,1,157,10,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,福祥里,4793,8,7,88,28,404,136,140,50,118,9,12,195,56,412,135,280,35,4,1,199,10,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,瓦󿾨里,4979,8,11,130,32,463,171,158,38,115,16,11,160,61,387,115,254,26,7,1,205,8,7,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,福和里,3464,7,4,107,31,298,135,105,23,80,8,8,126,41,278,96,169,20,4,2,155,9,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,佳和里,4433,17,6,133,33,462,158,123,29,138,10,8,154,53,335,103,198,21,4,1,108,11,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,安樂里,3393,13,16,166,45,433,134,106,15,104,5,4,92,44,179,41,87,16,7,0,61,7,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,安和里,2905,10,4,145,33,312,96,100,14,80,2,4,100,39,195,37,95,15,2,0,74,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,安平里,5413,38,15,324,47,753,197,156,24,159,13,6,138,60,276,58,121,20,1,0,93,16,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,中安里,4100,21,10,233,45,590,182,101,18,164,4,2,100,51,174,32,80,12,3,1,58,5,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,泰安里,3335,12,4,103,15,328,110,121,22,108,11,7,153,31,235,70,132,13,7,1,95,8,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市中和區,新南里,7332,26,20,344,75,829,271,251,51,246,11,15,218,108,418,94,201,39,12,2,137,10,2,7,,,,,,,,,,,,,,,,,,,,,,,
