statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m,,,,,,,,,,,,,,,,,,,,,,,
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,南港里,4871,4,5,92,26,415,205,131,38,106,12,5,167,69,423,128,302,51,3,1,167,8,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,仁愛里,2563,0,2,43,12,165,62,63,31,44,7,4,97,39,208,82,186,24,2,1,153,18,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立德里,2401,10,2,85,23,240,93,74,19,67,2,4,70,45,179,36,120,13,4,1,56,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,信義里,4961,5,4,93,29,381,171,151,33,111,13,6,150,81,456,134,286,43,4,1,200,13,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立言里,4710,10,5,148,46,465,162,138,31,138,10,18,153,75,335,89,217,32,2,1,151,10,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,民安里,5384,5,2,86,37,432,241,157,39,103,7,9,197,87,469,149,313,47,1,1,172,12,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,和平里,4427,3,4,92,31,423,157,118,29,94,10,5,120,53,404,99,265,32,4,0,197,9,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立功里,3424,3,1,52,16,267,109,89,18,65,5,11,99,40,294,102,267,29,4,2,172,14,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,民本里,2860,2,1,42,12,225,91,68,16,32,5,8,84,41,246,96,259,28,2,0,157,8,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,化成里,3161,4,4,76,28,296,109,79,16,63,12,6,86,48,278,92,194,31,1,0,142,5,5,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立志里,3606,2,3,84,30,286,121,114,21,82,8,5,100,41,341,79,221,29,4,3,168,6,0,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,光華里,6371,6,2,114,42,428,236,176,37,100,10,18,217,113,533,232,499,68,1,2,197,22,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,思賢里,3845,5,0,81,30,377,153,121,26,88,5,8,110,56,325,75,195,37,1,0,174,9,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,營盤里,2155,14,1,57,20,214,75,50,13,60,4,2,104,37,166,30,128,18,2,0,92,5,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,光榮里,3980,3,2,61,24,271,173,92,28,76,7,12,158,70,335,128,299,32,2,0,116,8,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,自強里,2501,1,1,37,18,163,66,68,23,34,2,8,68,21,260,80,201,27,2,1,165,10,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,丹鳳里,7140,5,4,143,32,486,266,222,51,142,19,19,284,126,717,223,402,67,4,0,243,26,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,光明里,4043,1,0,47,23,252,142,110,28,76,7,3,130,78,398,132,324,34,1,3,137,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,自立里,4987,2,4,105,27,350,169,133,31,73,8,10,137,87,403,147,354,56,7,0,226,16,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,合鳳里,4162,1,1,56,21,328,130,105,37,77,5,13,153,73,358,124,321,43,2,0,194,11,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,幸福里,4061,6,4,81,23,292,107,101,35,67,8,6,128,44,373,122,311,40,4,3,215,6,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,雙鳳里,9161,15,12,248,72,861,316,317,66,203,11,19,302,149,744,235,486,84,3,1,248,22,5,11,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,自信里,2330,4,1,48,14,179,68,69,12,45,0,8,60,32,235,57,154,26,3,0,103,6,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,龍鳳里,7687,15,5,262,71,669,333,218,49,160,15,23,240,134,624,194,359,69,2,2,163,13,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中華里,2496,4,7,66,18,233,89,72,20,68,4,6,93,49,193,58,131,16,4,0,80,6,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中隆里,4025,8,6,102,28,348,165,114,22,80,2,4,156,66,312,96,221,38,3,2,131,9,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中原里,8772,7,19,226,61,699,389,282,43,210,9,16,226,172,712,250,537,89,6,4,237,18,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中信里,7594,5,3,161,50,688,305,250,57,159,15,11,200,119,670,203,468,66,3,0,189,10,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,四維里,4303,1,1,63,25,295,160,116,31,71,8,7,158,62,376,145,308,48,3,0,179,14,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,建福里,2404,4,2,53,11,214,81,74,16,41,0,3,96,31,220,55,169,16,3,0,91,2,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中宏里,3433,2,6,94,27,294,159,83,23,60,3,2,106,52,291,84,211,24,3,0,140,10,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中全里,3383,6,2,46,18,260,112,100,21,53,4,4,102,45,379,115,211,29,1,0,155,10,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立泰里,4451,7,0,109,24,408,149,140,20,108,5,8,164,64,372,81,248,29,3,1,149,6,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,全泰里,4672,11,8,184,42,508,176,130,22,151,4,11,140,72,380,79,193,29,5,0,130,3,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,仁義里,3500,3,3,56,16,228,125,110,27,57,8,9,105,53,294,105,309,52,4,2,165,13,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立基里,5751,13,5,173,53,593,254,176,39,179,17,17,153,109,413,132,234,60,4,0,146,9,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,昌明里,3380,5,6,83,23,294,134,80,25,82,5,16,83,50,299,105,207,25,4,0,87,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,昌平里,4905,10,8,178,41,505,212,139,37,143,10,2,132,78,359,92,213,24,2,3,67,5,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,文聖里,3266,16,7,120,29,333,106,78,14,101,5,7,99,42,250,56,131,17,6,1,71,3,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,萬安里,3477,2,2,64,16,276,125,99,17,64,5,1,114,34,307,79,263,32,2,0,143,7,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,龍安里,2141,7,4,39,18,187,81,50,10,24,2,6,66,25,181,56,182,24,1,0,93,8,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,福營里,2401,2,4,59,20,216,94,62,14,61,4,3,95,39,217,52,137,21,2,2,117,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,後德里,2848,3,4,77,20,285,133,90,22,71,7,7,98,45,231,50,158,23,2,0,67,3,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,建安里,6025,11,8,141,43,507,268,202,43,131,10,15,185,105,539,151,327,44,5,3,158,11,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,成德里,4532,2,1,83,20,319,181,155,27,66,11,13,152,70,419,114,331,43,1,1,149,12,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,福興里,5195,2,4,106,45,448,237,152,51,123,10,16,161,103,508,178,265,49,4,3,153,12,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,昌信里,3260,2,4,94,27,304,142,115,16,100,3,10,87,59,254,73,147,20,0,0,60,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,昌隆里,3999,4,3,105,28,357,178,124,17,134,4,14,133,74,312,101,172,34,2,0,73,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,中平里,7557,11,3,203,54,636,347,284,41,211,14,18,229,171,558,193,283,55,0,0,86,4,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,立廷里,9479,17,25,408,91,1028,377,331,48,269,16,18,237,170,634,176,307,60,3,0,161,11,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,泰豐里,2244,2,1,43,12,179,70,76,19,50,4,7,62,35,200,67,150,20,4,0,80,3,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,富民里,3492,1,4,65,30,248,160,78,16,73,9,11,135,59,323,110,209,23,5,2,110,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,龍福里,2090,3,3,44,12,156,104,49,13,40,3,3,83,48,206,54,112,22,2,0,51,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,祥鳳里,2191,2,1,44,9,168,75,71,18,56,0,4,61,32,206,67,139,18,1,1,84,4,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,民全里,3413,2,3,64,22,271,155,108,26,56,9,8,133,68,295,89,247,28,1,1,87,8,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,民有里,3662,2,2,71,18,254,148,90,27,60,7,6,133,76,360,105,209,34,2,2,103,6,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,光正里,3922,3,2,61,25,296,171,108,23,73,7,7,142,85,365,128,244,49,2,0,118,10,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新莊區,光和里,2562,1,4,31,24,157,119,71,17,39,2,3,100,37,230,73,188,26,2,0,100,3,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,國豐里,3192,13,5,116,24,426,99,84,17,109,6,4,110,43,190,31,92,20,1,0,57,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,明德里,3793,17,10,165,39,480,136,95,14,144,10,9,159,50,177,49,104,17,1,0,64,8,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,大豐里,3502,18,5,151,43,410,124,89,18,131,3,6,105,50,226,41,113,16,0,0,76,7,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,大同里,3771,18,7,179,39,462,143,115,21,143,8,3,116,32,225,56,111,20,1,0,88,5,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,江陵里,5160,56,9,285,76,686,213,116,36,180,7,4,153,63,253,56,119,17,0,0,91,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,寶興里,4902,35,16,291,48,605,153,127,19,176,6,8,148,64,295,59,144,25,2,0,97,14,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,寶安里,5235,40,14,269,65,644,182,127,33,188,9,4,188,66,279,67,150,22,0,0,81,3,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,信義里,5998,43,16,259,63,702,210,167,22,210,10,6,179,70,364,104,204,33,4,0,157,12,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,忠孝里,2609,13,2,80,13,255,98,68,13,93,2,3,99,32,205,59,120,14,1,0,69,10,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,大鵬里,2509,16,8,142,27,363,108,98,8,100,6,3,83,30,133,26,27,14,0,0,13,5,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,太平里,2846,19,5,96,16,313,99,79,17,98,5,1,92,31,236,73,111,19,0,0,61,5,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,頂城里,1567,2,2,21,4,102,51,35,12,49,2,0,78,18,159,55,132,16,1,0,83,12,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,下城里,2983,19,10,120,23,334,93,64,14,100,4,1,94,69,229,54,149,27,3,0,115,6,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,柴埕里,8087,28,11,249,61,754,315,233,58,272,13,14,317,141,689,160,345,42,0,1,178,7,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,永安里,4800,5,4,90,27,399,166,137,31,137,10,10,204,72,429,134,284,32,3,0,132,11,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,公崙里,10030,34,16,305,93,981,386,343,59,346,15,10,357,159,768,216,451,43,8,3,225,17,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,德安里,5869,6,4,103,39,447,204,163,48,147,12,5,265,98,564,156,389,39,1,1,190,18,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,雙城里,5294,7,8,94,32,376,163,136,48,137,10,6,191,74,549,186,393,37,5,0,183,22,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,日興里,5489,9,4,90,18,361,169,158,49,120,12,6,237,80,534,185,461,47,2,1,206,15,7,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,玫瑰里,5562,6,6,123,37,533,230,170,40,197,10,8,243,87,431,128,242,42,1,2,96,8,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,塗潭里,938,0,1,4,3,43,25,14,3,15,0,0,29,12,97,30,122,8,0,0,77,13,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,美潭里,4882,16,7,155,37,498,194,161,34,146,7,6,189,66,364,90,237,37,1,0,113,10,0,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,員潭里,4388,8,4,92,33,372,151,133,29,124,5,5,180,50,398,112,283,22,1,0,140,16,2,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,雙坑里,789,0,0,4,4,36,22,14,6,11,1,1,40,9,73,19,118,4,0,0,64,12,0,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,粗坑里,2953,39,4,126,26,310,114,73,18,82,7,4,90,36,197,43,122,20,0,0,69,9,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,屈尺里,2404,2,1,39,3,170,85,47,14,65,5,0,99,39,216,58,181,18,3,0,180,23,9,13,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,龜山里,1681,2,0,25,9,113,56,30,12,50,3,0,90,15,136,37,154,15,2,0,97,8,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,廣興里,1310,3,1,12,3,61,24,21,7,31,3,1,88,24,103,38,139,10,4,0,124,19,2,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,直潭里,1185,3,1,29,9,96,43,21,6,24,2,0,36,14,107,34,88,11,0,0,76,8,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,青潭里,5023,14,7,111,30,486,193,146,33,129,15,11,218,76,398,119,255,34,1,0,132,14,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,新店里,1657,4,3,37,17,155,55,35,16,72,1,1,87,26,154,22,76,5,0,0,38,6,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,張南里,1928,10,1,100,17,221,52,53,13,57,2,3,69,30,122,13,53,10,0,0,45,2,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,國校里,2395,11,4,89,21,250,83,62,18,58,6,1,83,47,197,55,100,21,0,0,47,8,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,文中里,1650,12,3,86,12,222,56,40,7,52,2,1,62,19,99,31,44,12,1,1,20,3,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,廣明里,787,1,1,24,5,81,19,25,7,26,1,0,36,9,66,11,45,5,1,0,34,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,文明里,2215,5,3,61,23,224,75,59,14,79,5,3,81,30,176,41,101,15,0,0,84,2,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,中興里,7066,39,13,278,51,772,202,173,54,268,17,3,368,118,497,166,404,63,2,0,173,21,14,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,新生里,5563,43,12,251,48,734,178,134,27,174,7,9,182,77,327,86,170,25,4,0,107,9,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,新德里,2556,10,4,75,24,275,86,63,19,78,6,2,100,31,165,32,100,13,2,1,81,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,張北里,7406,45,20,365,63,926,311,167,33,224,10,7,245,104,444,139,225,35,2,0,116,19,1,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,五峯里,6683,40,18,318,76,898,223,176,38,226,15,8,235,88,377,101,161,23,4,0,97,9,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,新安里,3875,37,16,169,47,499,111,106,17,121,5,3,122,44,198,52,111,22,2,1,71,6,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,忠誠里,2286,15,2,114,26,315,75,58,4,84,7,2,78,25,130,28,61,7,2,0,38,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,中正里,5990,35,15,269,42,700,213,172,24,223,13,5,195,77,341,84,205,23,0,2,116,11,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,中華里,3984,20,4,198,35,505,132,114,18,120,4,4,133,59,216,70,134,14,1,0,84,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,仁愛里,1956,19,8,80,19,253,67,64,5,63,5,0,61,23,108,29,50,8,0,0,35,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,百忍里,3682,14,9,135,42,434,105,102,12,151,5,1,120,49,229,55,123,21,1,1,87,6,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,百和里,3109,18,6,123,41,363,91,87,22,123,6,4,133,53,214,41,100,14,3,0,71,6,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,福德里,3801,9,3,121,23,411,132,98,23,127,4,9,136,45,258,70,156,18,1,0,109,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,百福里,3233,16,9,163,45,432,115,103,13,101,6,3,81,39,192,39,84,14,1,0,43,5,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,福民里,3820,24,9,196,38,591,131,83,19,142,6,1,120,47,163,42,84,13,2,0,46,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,中山里,4237,49,19,339,45,655,131,98,20,130,5,1,92,67,133,31,66,20,0,1,44,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,和平里,856,2,2,5,7,41,26,15,9,21,2,1,42,8,76,39,78,8,0,0,36,7,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,中央里,5258,58,17,351,61,818,184,145,19,190,5,4,126,76,198,40,72,20,3,0,46,4,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,明城里,3267,23,10,148,28,435,133,105,18,145,6,4,119,57,181,34,84,21,1,0,29,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,安和里,6465,12,7,188,50,676,226,217,52,217,16,19,246,89,479,148,284,27,1,1,158,9,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,吉祥里,4455,16,6,149,39,577,170,150,40,175,8,2,176,55,275,82,123,17,2,2,41,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,寶福里,6511,38,16,302,65,735,229,191,35,193,14,5,236,85,420,118,279,31,2,0,141,12,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,小城里,3507,34,13,136,45,509,161,90,9,135,7,4,120,45,207,60,76,15,0,1,37,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,香坡里,9307,33,16,302,83,1061,342,344,59,328,14,13,378,147,716,185,297,50,4,4,121,12,6,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,建國里,2953,21,8,128,18,352,87,91,9,89,3,6,118,46,181,32,93,13,0,0,51,4,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,復興里,3123,9,5,100,21,309,101,82,14,90,6,2,125,47,228,77,158,18,0,0,102,4,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,美城里,2572,5,4,58,18,264,98,67,19,88,7,2,110,38,211,71,103,16,0,0,58,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,安昌里,4782,12,5,123,35,497,220,159,25,156,4,13,183,85,352,80,179,27,1,0,65,10,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,長春里,2387,23,4,157,34,399,93,58,15,81,1,1,50,36,69,27,27,7,0,0,13,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,新和里,3844,5,6,97,26,403,154,138,26,113,7,7,165,68,278,83,149,18,1,0,79,7,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,永平里,5167,8,4,140,39,507,223,152,34,133,10,8,205,85,399,118,211,33,0,1,123,11,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,達觀里,3475,24,5,118,23,486,142,110,22,129,10,2,110,53,216,42,56,12,0,1,33,4,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市新店區,華城里,2375,35,8,176,25,382,99,40,5,72,3,0,66,57,61,13,37,9,0,0,8,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,三多里,3756,2,0,52,20,268,155,121,37,54,3,6,139,72,351,118,249,39,3,2,165,19,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,三福里,3676,1,3,53,15,249,118,102,34,66,5,7,192,68,299,103,259,35,4,0,179,13,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,三興里,4421,3,2,39,19,283,170,93,24,65,5,8,253,89,353,141,426,54,3,2,215,22,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,圳安里,3344,2,2,37,11,205,145,91,20,60,4,12,125,54,341,110,278,43,3,0,104,8,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,保安里,5887,4,7,140,45,513,222,191,29,135,7,14,231,83,501,165,312,46,4,0,227,19,4,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,潭底里,4496,2,5,66,18,307,140,118,36,98,11,11,218,84,429,141,421,60,3,2,249,21,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,󿾵寮里,4684,2,0,49,25,264,174,137,29,73,5,11,209,84,452,178,354,53,2,0,169,15,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹德里,3432,5,4,86,16,279,149,124,24,68,6,4,139,47,318,77,173,16,2,2,136,9,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹西里,4813,13,7,165,33,504,177,173,24,155,9,5,183,66,368,99,189,19,4,1,140,12,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹南里,3979,3,5,87,21,361,180,128,32,104,6,11,124,67,329,102,206,26,2,0,139,10,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹人里,3098,4,4,72,19,249,103,107,15,79,4,3,121,54,249,105,179,11,3,1,101,8,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,坡內里,1573,1,1,21,5,99,57,42,9,21,1,3,64,27,163,43,130,8,1,1,94,5,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹東里,1122,2,1,26,7,94,49,39,6,33,4,2,45,13,96,27,64,5,1,0,46,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,大同里,3206,3,2,55,26,263,157,90,17,82,2,5,102,66,274,89,165,23,1,0,92,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,和平里,3609,4,3,61,30,270,133,90,17,77,4,6,137,49,366,100,231,32,5,2,173,11,3,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,彭厝里,4653,4,2,63,21,311,192,140,37,90,5,10,173,70,505,152,305,39,6,1,145,12,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,彭福里,4679,3,6,84,33,304,188,150,30,87,6,5,162,72,431,143,321,45,3,0,182,18,3,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,東山里,3022,1,4,32,21,185,104,89,15,39,4,7,133,43,300,105,264,23,5,0,149,17,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,東陽里,5484,3,2,85,28,391,197,165,26,100,19,9,215,103,534,206,372,42,5,0,222,24,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,東昇里,4397,4,4,77,36,359,167,124,34,97,5,10,163,66,381,120,265,26,4,0,179,18,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樂山里,1636,0,0,18,9,81,44,44,11,31,4,3,61,29,173,56,155,9,3,0,111,7,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,東園里,1643,2,0,22,11,80,44,52,9,29,3,8,68,24,190,70,156,23,0,3,104,6,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,西園里,1697,1,2,17,11,103,66,46,9,14,1,3,78,23,198,52,169,12,2,0,100,14,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,南園里,11415,67,32,587,115,1370,345,379,55,362,24,15,312,166,713,203,332,60,7,2,179,29,5,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,北園里,2069,0,1,25,4,117,76,59,15,19,2,4,71,25,246,70,205,20,0,1,103,12,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,柑園里,7433,62,26,415,63,972,257,230,24,207,6,14,206,112,377,125,224,40,3,2,121,19,7,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹北里,901,1,1,19,7,70,32,30,4,26,3,1,36,16,78,6,56,1,1,1,50,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,圳福里,4008,3,5,80,21,289,132,124,34,56,11,6,147,64,357,104,310,34,3,1,184,14,0,2,,,,,,,,,,,,,,,,,,,,,,,
