年月,地區,食品餐飲類未達50萬(筆數),食品餐飲類未達50萬(金額，新台幣),衣著飾品類未達50萬(筆數),衣著飾品類未達50萬(金額，新台幣),旅館住宿類未達50萬(筆數),旅館住宿類未達50萬(金額，新台幣),交通類未達50萬(筆數),交通類未達50萬(金額，新台幣),文教康樂類未達50萬(筆數),文教康樂類未達50萬(金額，新台幣),百貨類未達50萬(筆數),百貨類未達50萬(金額，新台幣),其他類未達50萬(筆數),其他類未達50萬(金額，新台幣),食品餐飲類50萬(含)-75萬(筆數),食品餐飲類50萬(含)-75萬(金額，新台幣),衣著飾品類50萬(含)-75萬(筆數),衣著飾品類50萬(含)-75萬(金額，新台幣),旅館住宿類50萬(含)-75萬(筆數),旅館住宿類50萬(含)-75萬(金額，新台幣),交通類50萬(含)-75萬(筆數),交通類50萬(含)-75萬(金額，新台幣),文教康樂類50萬(含)-75萬(筆數),文教康樂類50萬(含)-75萬(金額，新台幣),百貨類50萬(含)-75萬(筆數),百貨類50萬(含)-75萬(金額，新台幣),其他類50萬(含)-75萬(筆數),其他類50萬(含)-75萬(金額，新台幣),食品餐飲類75萬(含)-100萬(筆數),食品餐飲類75萬(含)-100萬(金額，新台幣),衣著飾品類75萬(含)-100萬(筆數),衣著飾品類75萬(含)-100萬(金額，新台幣),旅館住宿類75萬(含)-100萬(筆數),旅館住宿類75萬(含)-100萬(金額，新台幣),交通類75萬(含)-100萬(筆數),交通類75萬(含)-100萬(金額，新台幣),文教康樂類75萬(含)-100萬(筆數),文教康樂類75萬(含)-100萬(金額，新台幣),百貨類75萬(含)-100萬(筆數),百貨類75萬(含)-100萬(金額，新台幣),其他類75萬(含)-100萬(筆數),其他類75萬(含)-100萬(金額，新台幣),食品餐飲類100萬(含)-125萬(筆數),食品餐飲類100萬(含)-125萬(金額，新台幣),衣著飾品類100萬(含)-125萬(筆數),衣著飾品類100萬(含)-125萬(金額，新台幣),旅館住宿類100萬(含)-125萬(筆數),旅館住宿類100萬(含)-125萬(金額，新台幣),交通類100萬(含)-125萬(筆數),交通類100萬(含)-125萬(金額，新台幣),文教康樂類100萬(含)-125萬(筆數),文教康樂類100萬(含)-125萬(金額，新台幣),百貨類100萬(含)-125萬(筆數),百貨類100萬(含)-125萬(金額，新台幣),其他類100萬(含)-125萬(筆數),其他類100萬(含)-125萬(金額，新台幣),食品餐飲類125萬(含)-150萬(筆數),食品餐飲類125萬(含)-150萬(金額，新台幣),衣著飾品類125萬(含)-150萬(筆數),衣著飾品類125萬(含)-150萬(金額，新台幣),旅館住宿類125萬(含)-150萬(筆數),旅館住宿類125萬(含)-150萬(金額，新台幣),交通類125萬(含)-150萬(筆數),交通類125萬(含)-150萬(金額，新台幣),文教康樂類125萬(含)-150萬(筆數),文教康樂類125萬(含)-150萬(金額，新台幣),百貨類125萬(含)-150萬(筆數),百貨類125萬(含)-150萬(金額，新台幣),其他類125萬(含)-150萬(筆數),其他類125萬(含)-150萬(金額，新台幣),食品餐飲類150萬(含)-175萬(筆數),食品餐飲類150萬(含)-175萬(金額，新台幣),衣著飾品類150萬(含)-175萬(筆數),衣著飾品類150萬(含)-175萬(金額，新台幣),旅館住宿類150萬(含)-175萬(筆數),旅館住宿類150萬(含)-175萬(金額，新台幣),交通類150萬(含)-175萬(筆數),交通類150萬(含)-175萬(金額，新台幣),文教康樂類150萬(含)-175萬(筆數),文教康樂類150萬(含)-175萬(金額，新台幣),百貨類150萬(含)-175萬(筆數),百貨類150萬(含)-175萬(金額，新台幣),其他類150萬(含)-175萬(筆數),其他類150萬(含)-175萬(金額，新台幣),食品餐飲類175萬(含)-200萬(筆數),食品餐飲類175萬(含)-200萬(金額，新台幣),衣著飾品類175萬(含)-200萬(筆數),衣著飾品類175萬(含)-200萬(金額，新台幣),旅館住宿類175萬(含)-200萬(筆數),旅館住宿類175萬(含)-200萬(金額，新台幣),交通類175萬(含)-200萬(筆數),交通類175萬(含)-200萬(金額，新台幣),文教康樂類175萬(含)-200萬(筆數),文教康樂類175萬(含)-200萬(金額，新台幣),百貨類175萬(含)-200萬(筆數),百貨類175萬(含)-200萬(金額，新台幣),其他類175萬(含)-200萬(筆數),其他類175萬(含)-200萬(金額，新台幣),食品餐飲類200萬(含)以上(筆數),食品餐飲類200萬(含)以上(金額，新台幣),衣著飾品類200萬(含)以上(筆數),衣著飾品類200萬(含)以上(金額，新台幣),旅館住宿類200萬(含)以上(筆數),旅館住宿類200萬(含)以上(金額，新台幣),交通類200萬(含)以上(筆數),交通類200萬(含)以上(金額，新台幣),文教康樂類200萬(含)以上(筆數),文教康樂類200萬(含)以上(金額，新台幣),百貨類200萬(含)以上(筆數),百貨類200萬(含)以上(金額，新台幣),其他類200萬(含)以上(筆數),其他類200萬(含)以上(金額，新台幣)
103年07月,金門縣,8435,16554789,1105,2053744,1852,9412340,6992,12226503,1688,2604734,14432,39088655,1389,5217164,4776,10710766,541,1082833,1263,6478164,4100,7172403,988,1610082,8310,22675401,677,2605777,1979,4418561,175,309498,554,3030609,1674,3051143,334,836425,3257,8492916,225,970081,1149,2586709,102,236566,348,2168690,1175,2418488,206,575322,2347,6492466,152,571537,331,1206214,18,28444,115,1084626,335,578627,54,127343,683,2030421,67,246260,254,648581,20,46228,83,446856,202,430083,35,184986,480,1325600,20,70870,109,208045,6,7540,28,127966,80,140962,15,91799,218,692470,8,23321,484,1314645,39,84963,142,1011940,421,841621,49,338682,1069,3753933,54,431451
103年08月,金門縣,7874,15761969,1115,2014266,1458,6642893,6322,10492874,3547,3102148,14126,37001382,1345,5298609,4482,9706068,646,1439665,993,4933544,3925,6085646,2004,1851555,8203,23168781,683,3085372,1827,4197280,151,303379,428,2156355,1624,3192775,575,939467,3041,7681927,241,1029527,1111,2375814,87,152232,285,1313364,1106,1774037,295,585236,2331,6470946,167,568894,348,859558,20,33623,85,148792,342,541756,86,206057,648,1758630,55,141899,200,581591,24,46503,57,209914,171,262145,35,191631,477,1297542,27,156769,105,271951,4,15290,32,186806,82,131420,20,36865,211,644653,11,30740,420,1334925,33,75814,80,451707,373,656366,78,304646,1001,3053724,69,343816
103年09月,金門縣,6428,12820046,1111,2270704,1345,5825655,6257,10011447,2483,2738804,13227,32262475,1325,5169081,3709,8417595,571,1336186,904,3860181,3646,5661552,1539,1719071,7517,19314464,677,2663265,1353,3564295,193,480310,368,1553835,1559,2638596,444,627904,2946,6850848,294,1026785,867,1728041,80,169452,212,747871,1100,1686805,246,492450,2107,5605774,171,609124,223,598200,15,37534,81,261130,307,494534,62,116405,638,1590741,67,255181,174,607342,17,66605,50,188273,189,414640,35,54047,524,1257543,24,71661,59,99916,2,13990,16,92173,84,134568,17,51531,227,538061,10,36419,320,1021030,17,60260,91,484408,384,687878,52,109820,966,3035203,42,306132
103年10月,金門縣,6990,12679462,1271,2515185,1410,4886833,6561,10320029,2230,3135745,14304,34701439,1479,5406856,4260,9458904,645,1626445,960,3862549,3919,6067949,1416,1965905,8582,20916813,702,2660329,1641,3759264,160,326470,416,1676301,1618,2691235,425,1031288,3365,8120061,249,997316,1012,2244719,93,194151,267,1344951,1151,1724787,216,612593,2311,6140258,183,742637,312,954525,13,23523,96,410927,347,594381,71,158884,784,1777424,54,178213,213,807087,16,53100,53,291976,199,285453,35,199855,506,1348758,28,84129,128,405219,9,34523,33,147991,86,117446,11,69391,229,587985,9,25217,530,1597936,26,74159,105,365002,394,681240,54,441289,1195,5263943,56,354870
103年11月,金門縣,6114,11189855,1206,2782191,1496,6944168,6053,9300378,1912,2595407,13231,32631914,1350,5350163,3448,8812417,575,1490685,1067,5674021,3639,5213417,1241,2429920,8139,19614028,687,2837613,1427,3563096,179,451345,446,2487210,1542,2745775,385,901035,3181,7565384,222,825511,880,2464355,72,163738,291,1363340,1020,1584155,191,741443,2178,5723549,175,717501,261,695720,22,66758,80,344497,313,453871,68,188393,703,1789342,40,138753,204,827249,12,12884,35,170449,196,310496,37,162632,532,1564466,31,139729,76,164413,7,26268,14,75031,75,121156,10,63231,236,751222,10,18430,374,1218269,22,75387,114,1397919,367,663063,46,340179,1042,3192172,50,1077546
103年12月,金門縣,6212,12037355,1599,3528621,1629,6757029,6623,9965233,1934,2228266,14136,40971434,1337,5799300,3480,8767561,706,1637708,1046,4338523,4090,5997891,1208,1630853,8528,27744966,699,2910396,1378,3558288,229,528621,406,1617340,1680,2690076,392,968760,3406,12363082,236,1066533,869,1905212,102,267400,281,1338496,1156,1896922,215,511604,2610,17107028,192,984783,237,1025920,20,41944,107,398069,366,532869,67,126235,656,2459696,49,141842,167,553277,23,71792,50,249452,174,249849,42,114968,473,2578971,18,63861,61,207301,13,20137,18,48797,78,131844,12,48520,239,2045213,11,46870,392,1154192,28,137241,98,473139,360,686275,45,378062,1120,12852849,48,328006
104年01月,金門縣,6586,14651994,1305,3454367,1711,8602004,5983,8676859,1310,2416053,13968,43816753,1343,6547479,3831,9494727,639,1723967,1158,6583090,3685,5170476,807,1587750,8921,31185199,711,3578300,1524,4553455,213,711700,513,2680941,1638,2699378,292,546011,3514,12370914,238,940199,953,3001686,107,376850,355,1890131,1049,1634093,140,570723,2412,8740446,168,818628,241,884448,17,42574,86,270348,334,499546,41,166654,698,1905677,60,201100,195,521394,15,50141,58,362948,177,288732,22,48568,562,1608598,20,101618,90,213000,3,8947,25,123561,82,103113,15,58254,203,567263,13,50189,420,1331144,27,86315,131,737822,344,574072,32,335593,1116,4327848,84,511661
104年02月,金門縣,5849,10478216,1393,3453331,1421,6609638,5246,8067402,1642,2095332,13466,37751079,1282,5771416,3540,8157938,756,1926473,938,5738488,3149,4665601,1018,1649678,7649,24431735,659,3300874,1383,3198253,205,555002,360,1637101,1326,1956643,346,577921,2888,7874658,279,1299872,817,1869177,130,293745,260,1595381,861,1399320,174,257254,1897,5469294,193,1181734,238,632152,25,67796,70,286322,249,425280,51,181839,520,1644897,36,116833,157,502952,24,61464,63,348175,147,233561,23,67803,442,1479223,19,127762,71,139539,5,10634,26,139791,68,143340,20,36996,184,463226,6,33711,265,864379,26,121800,99,1093213,264,465161,53,156698,741,2891541,55,451241
104年03月,金門縣,5434,10205848,975,2018637,1450,6816287,6109,9331572,1157,1970782,12054,34411146,1297,5531495,3034,6775496,455,1210164,872,3700338,3581,5222034,655,1311862,7023,22451646,620,3116148,1143,2855921,125,357666,385,1697469,1531,2582460,259,757141,2681,7381941,241,1073912,715,2079537,77,158157,277,983204,999,1522089,120,350323,1932,5893246,165,984589,186,626353,15,47303,75,265638,258,366242,32,58188,512,1326206,43,174072,128,383256,11,63663,54,303227,189,308164,19,123785,452,1275768,16,24671,86,145786,5,16122,28,143355,94,157784,11,69384,183,651567,8,19902,285,1357000,23,62538,119,948185,377,704122,38,189701,910,2981268,48,194708
104年04月,金門縣,5712,9410291,1035,2267528,1786,9560423,6704,10494302,1376,2867659,12770,33001983,1336,5935092,3206,5950086,467,952940,1169,7079679,4008,6265633,864,1537568,7259,20726428,549,2612999,1218,3215901,141,301764,513,2889176,1608,2518528,311,763726,2796,6508610,240,897192,756,1482835,70,183652,330,2118564,1127,1693115,152,548123,2047,6183711,182,951195,187,459013,26,49550,85,546171,295,434913,42,171259,571,1376208,28,149470,140,361281,10,30715,80,631697,224,315938,32,129642,480,1372176,34,105061,68,137321,3,7986,33,138581,105,157854,10,15990,204,604687,19,28341,269,696948,15,44359,115,1013297,412,731983,43,433901,915,2910683,50,366658
104年05月,金門縣,6404,11505242,1228,2294566,1752,8690049,6660,10810014,1392,3028589,12763,34080607,1377,5709990,3743,6960364,619,1231012,1244,6042543,3888,5999953,865,2089506,7574,20067472,674,3277319,1372,4093948,184,325700,439,1916538,1648,2457836,286,874911,2896,7161897,240,1148370,866,2397723,89,217140,361,2607238,1078,1625609,141,721439,2007,5543640,182,1046783,197,530668,17,33537,85,456669,282,453268,42,140399,562,1420175,32,123491,152,259676,10,37470,61,240205,220,308036,28,147361,453,1299350,24,149985,96,227444,5,16944,49,166255,105,174674,14,71665,201,509360,14,44211,300,591662,32,130276,123,825452,338,607116,46,290555,891,3060562,36,179852
104年06月,金門縣,6850,13668485,1062,2182181,1832,9302013,6736,10794668,1713,3097567,12882,32672160,1431,6472677,4273,9170998,512,1217867,1335,6138865,3879,5941027,1084,1997395,7459,19953001,712,3245098,1586,3937741,154,382070,578,2329588,1598,2518211,336,812160,2966,7463008,246,1223469,1015,3780361,82,167220,394,3700081,1035,1537724,159,326194,2083,6017568,185,757423,262,548709,18,54019,111,461594,295,440410,54,174247,568,1480701,39,190983,181,617105,15,44038,76,521016,201,266530,44,155891,502,1515365,15,32688,110,227144,8,20388,64,347892,89,158029,23,41685,229,722881,22,64949,345,3672085,28,120026,155,1607177,366,566685,45,140506,947,3245244,36,332840
104年07月,金門縣,7813,21369203,959,1923840,2114,12038464,6975,11275851,1789,3032850,12949,32123177,1417,6424188,4556,15139585,557,1337344,1379,7474076,3896,6163562,1095,1974478,7657,21358191,704,3151021,1714,6424500,149,368652,589,3233483,1653,2674795,367,966168,2728,7787735,258,1023373,1079,4108388,93,282119,409,2710555,1091,1705224,158,990259,2069,6068935,222,862273,309,1270255,31,94111,119,588232,288,480991,40,68761,571,1451078,56,182267,204,845342,8,27184,77,444803,188,374916,28,96138,485,1193485,21,81917,121,326698,10,12135,30,138248,83,126200,16,44851,196,711926,17,62614,370,2022615,20,78751,175,2424717,366,604127,47,484141,978,3862518,60,334370
104年08月,金門縣,7448,11642253,1128,2223275,1998,9227489,6422,10175546,2184,3158867,12762,32199672,1465,6192366,4544,7981642,528,1263291,1381,6333631,3752,5373402,1214,1852977,7111,18833326,744,3366286,1673,3798527,155,308147,622,3683340,1639,2734313,428,925925,2888,6898003,282,1014147,1024,1885855,95,216797,341,1665093,1059,1610947,223,750771,1966,5615104,145,513834,315,915125,17,27976,88,567996,257,342173,78,274052,546,1192855,44,235986,211,658622,25,96690,80,453741,215,379008,39,106728,494,1237722,26,105114,95,144000,5,2864,50,158471,99,162197,21,60738,171,475241,13,39736,367,1053729,23,58522,152,1203138,363,710991,62,223285,845,2526607,62,301604
104年09月,金門縣,7158,15017329,905,1881226,1917,9069893,6562,9793821,1605,2075271,12138,29782960,1405,6004887,3953,9391022,425,948518,1321,5733884,3811,5528652,977,1676731,6950,18326992,710,3187067,1548,4282849,146,378608,595,2876229,1568,2459127,355,602660,2887,8852191,300,1365567,922,3069109,62,153883,365,2232106,1068,1550101,183,382497,1886,5122122,152,684889,283,754053,16,25151,137,992875,302,413905,67,158035,450,1027004,53,139837,197,1035772,12,15599,59,220820,218,416788,36,54799,450,1293151,16,101465,90,488250,11,20356,42,179866,97,165624,12,24233,209,505409,16,73029,389,3409375,15,67523,165,1095194,377,691349,44,226032,920,3542602,47,366363
104年10月,金門縣,7577,13539551,1125,2333447,1910,10093594,7262,10928789,1474,2520307,13434,32778261,1665,8029061,4340,9209088,650,1614009,1267,5410220,4154,5897248,968,1729130,7848,20661067,778,4269932,1642,3962115,149,380155,631,2638441,1707,2502702,338,736282,3154,9308425,302,1322081,994,2544477,92,262257,378,2155987,1252,1754214,165,590785,2129,6532811,183,948128,348,974474,25,77277,122,753916,322,405682,60,242481,681,1759596,69,353948,245,456424,17,76730,90,655055,259,392561,46,106729,485,1662944,27,132494,89,247303,16,42214,37,376224,99,166535,28,175846,228,890664,9,20240,526,1951611,25,94868,163,1541979,451,921392,47,200659,1062,3671115,58,326939
104年11月,金門縣,6759,12933787,1020,2556029,2082,12548234,7079,10457919,1281,2469366,12964,33285393,1530,7461579,3706,8757129,621,1784254,1346,7219591,4207,6138803,759,1900480,7515,21147040,734,3985965,1450,3395128,171,527336,589,3415693,1772,3041094,248,691021,2930,8974978,283,1506422,924,2230537,90,280404,392,2777787,1287,1863473,132,604333,2151,5681610,175,1033037,322,890659,14,88212,126,725519,323,456559,45,239570,625,1612496,79,484506,200,488184,13,28078,88,692723,253,418561,31,104265,477,1242397,22,92715,98,326268,11,50348,39,204664,96,140117,13,29349,226,640819,22,50370,438,1609719,22,69359,167,1612299,425,674395,62,199142,1041,3477816,57,295476
104年12月,金門縣,6003,11506659,1336,2690779,2042,10062140,7571,11116179,1421,2639904,13510,38011912,1493,6256933,3360,7739677,690,1586240,1359,6041316,4303,5993253,824,1719524,8095,28421891,771,3825577,1259,4001418,200,484186,585,2470321,1895,2728768,285,616439,3101,11406119,284,1160132,812,2158806,118,353503,377,1914888,1293,1917143,156,468113,2178,6580890,206,956172,300,793682,27,58385,120,409207,312,446485,40,183152,693,2247500,64,242997,181,530569,17,99293,83,862691,234,317705,33,87784,470,1392578,15,52199,93,273582,14,38233,51,265779,110,186091,21,71546,254,824743,14,62834,371,1317113,38,105059,152,1191734,440,732796,42,140618,1002,4591159,65,432412
105年01月,金門縣,6318,20551280,1516,3913535,2327,12434700,9348,11349156,1351,2406535,12872,34830848,1613,7994300,3848,14800383,805,2180979,1493,7768003,5682,6680680,832,1987948,7225,19798527,863,4790762,1492,6643129,224,616881,665,3591727,2251,3083755,326,767195,3000,11482691,333,1933974,957,5378956,116,337843,452,3498608,1543,1927774,162,409306,2054,5500707,175,933623,264,980148,41,84451,117,546960,415,581719,40,148487,649,1942304,75,496330,192,1153354,33,110015,99,1085064,289,444443,38,97455,462,1332216,23,127165,91,1310204,11,49470,49,307719,105,289158,17,57693,226,756876,15,27585,372,2563544,34,147581,165,1288008,472,667538,53,381405,931,3216349,56,311840
105年02月,金門縣,5939,19108909,1202,2889095,2300,11408683,7968,10863272,1664,2673115,12607,35363485,1413,6462978,3496,12501920,620,1619618,1534,7420045,4659,6230438,1028,1561391,6771,18874278,777,3520454,1286,5576425,182,514123,607,2909322,1815,2577787,378,724128,2646,10361263,278,1312260,807,5239863,114,369123,375,1581480,1224,1591473,177,377784,1758,5210247,177,899927,253,1431670,27,83500,122,389019,322,500630,51,516054,524,1784732,50,189604,201,1374865,22,78052,90,574824,221,333022,39,109307,341,952445,36,116885,76,500796,5,12441,54,271710,84,113426,17,176591,154,420076,14,28045,302,2531695,21,84414,144,1545235,344,584131,54,170153,664,2015684,69,372490
105年03月,金門縣,5712,13114269,835,1809787,1821,7556733,7708,9170533,1093,2665348,9933,25175595,1413,5715471,3078,9095819,395,1101822,1319,5191908,4864,5980730,647,1724369,5534,14022630,658,3041685,1206,3647327,132,353963,572,2037778,1924,2210337,233,650558,2410,6475112,341,1167738,739,2310146,73,155674,371,1673674,1363,1719820,124,539397,1737,4356533,127,591206,260,752971,12,51973,126,471788,341,398297,37,123890,496,1254536,59,127847,169,666422,16,35222,74,278292,244,321006,23,88041,374,1079341,25,151136,78,217757,6,10472,42,179411,110,176535,24,159876,173,595837,15,31652,337,1516075,20,57797,165,1898726,443,712673,39,189730,837,2600177,73,260311
105年04月,金門縣,5345,12771013,805,1574853,1984,9811182,7774,9754054,992,2220885,10644,26246573,1228,5579818,3120,9256832,429,1022715,1428,7243621,4891,5975050,617,1631496,5799,14662001,595,2797860,1134,3443853,144,301590,580,2976658,1974,2787683,217,721527,2659,9100782,266,1064078,749,2389595,70,179402,363,2039611,1331,1757386,99,310142,1770,4610581,155,980447,204,530704,12,22581,107,612694,350,571993,35,145218,521,1254092,32,67700,166,437957,12,41751,90,608414,265,376204,28,188753,437,1287195,20,44894,84,176753,19,65958,47,258110,116,176160,16,62648,197,479415,8,80224,335,1697125,21,62626,154,1220515,464,791590,47,204271,780,2503022,65,216513
105年05月,金門縣,7027,20872390,1153,2190487,2279,9261500,7889,9900139,914,2168277,11567,27454115,1674,6193475,4015,14347443,487,1086864,1657,6952062,4964,5754612,566,1821427,6194,15042798,798,3157565,1557,5760035,152,372887,707,3244734,2038,2505743,226,621951,2547,6560649,330,1085593,879,4150459,81,202578,481,2119754,1272,1654248,118,436734,1651,4361394,153,857844,291,952815,23,64901,158,569485,347,469497,32,179387,512,1433843,51,213324,212,889602,7,14741,100,472577,264,337976,24,134108,510,1528309,30,83183,78,626660,11,34071,45,281006,107,154826,10,30209,213,789764,9,13362,421,1917503,25,62558,172,1706217,493,833863,40,310057,881,2850645,56,288594
105年06月,金門縣,7897,22144924,1065,2064175,2491,11292654,9428,12071077,1492,3176154,14516,37735678,3202,10448221,4508,15052343,543,1188663,1683,8022509,5777,7309354,912,2620912,7937,20815713,1464,5039616,1605,5600499,181,448360,704,3294259,2351,3461020,324,908741,3136,8186631,478,1316468,1033,6262804,71,175282,496,2638550,1515,2158690,153,1160227,2203,6084731,249,800951,332,1530957,25,70082,140,555371,337,455025,36,137155,601,1624175,75,337729,239,847824,20,105073,123,924390,311,384949,48,263723,533,1567868,58,142698,112,593116,14,37177,53,231917,108,267830,21,74885,213,657574,27,39529,543,3311547,32,92074,206,3202815,520,889469,54,289196,1082,3737956,93,285278
105年07月,金門縣,7013,14430928,932,2019547,2419,12873276,8453,11166999,1359,2401251,12452,28812046,2851,7413669,4122,10237295,520,1221327,1752,9104751,5231,6980749,834,1590828,6997,17788930,1329,3721102,1613,4002665,147,357036,678,3270223,2063,2747276,262,688607,2818,7715450,431,1096537,967,2590314,71,240584,414,2160519,1296,1836565,144,520413,1910,4951907,239,561536,302,820002,17,63612,124,611337,357,515129,51,234775,625,1662736,83,223319,231,826885,14,34181,103,463829,251,320463,35,89918,431,1087079,28,51963,107,344957,12,12091,35,239206,105,146406,36,214517,212,584373,24,22989,399,1177120,15,42051,197,1937589,550,1163692,46,235733,956,2927070,94,343528
105年08月,金門縣,6435,13541668,880,1726641,2120,9697171,8356,10577322,1129,2321336,11592,30965669,2895,9205456,3667,8247092,494,1282506,1525,7717845,4984,5880502,618,1424252,6405,17044053,1299,5168536,1395,3433686,125,281954,601,2782024,2066,2533972,232,596004,2678,8379622,444,1078754,913,2032962,76,166666,373,1417905,1285,1806373,123,357013,1702,5051872,223,707822,334,858459,22,32833,130,430293,393,531848,51,212247,532,1905876,93,242011,244,737532,18,56322,85,573549,262,340402,32,258454,468,1289621,48,118322,135,568467,6,11390,46,247951,102,161299,19,64003,227,557677,18,26458,408,1189742,11,27266,165,1665515,508,1172152,51,246449,913,3621230,70,337856
105年09月,金門縣,6060,15107866,688,1379311,2058,8927142,7203,9167050,924,2500866,10459,26723165,2671,8098357,3276,8439763,372,997939,1460,7500111,4363,5531582,560,1631208,5595,15739910,1299,4434282,1256,3586836,95,291307,602,2664691,1629,2121022,212,637508,2408,7899747,418,1115980,779,2276026,39,87381,395,1500364,1083,1444199,139,416069,1499,4557624,244,830812,237,765192,16,27481,117,455016,322,410786,32,132906,496,1322754,72,308831,217,693873,7,32982,104,492297,220,337786,24,119161,363,1245706,38,49211,88,245037,11,24277,35,179469,81,108586,13,33443,180,453737,16,19484,402,1743066,6,13555,158,1225644,449,979128,32,191973,836,3795878,95,372009
105年10月,金門縣,7293,15015497,998,2043583,2403,11401292,8482,10133687,1183,2667196,12675,32976613,3397,10267252,3979,9547592,567,1496305,1598,7676360,5242,6299780,741,2073657,6956,17778097,1662,7157031,1501,3672890,133,306194,661,2698453,2079,2941153,268,806613,3038,8570874,541,1452682,987,4880071,99,245440,449,1952357,1450,2049813,151,577626,1988,5473155,326,1134960,326,1065959,24,59944,137,568569,380,542729,32,111543,630,1821152,102,289545,274,870555,21,57158,99,594669,301,404419,32,113589,475,1319687,44,280958,140,494000,12,27045,60,233781,106,269640,29,92014,241,758002,35,149437,473,1772108,20,49696,184,2487573,605,1425116,48,547094,961,3274530,137,440763
105年11月,金門縣,6305,15522603,1133,2762594,2505,13812977,9175,10918865,1021,2198220,12287,30851832,3171,9915754,3619,11272909,563,1705806,1630,8146802,5857,6648693,579,1742390,7037,17884534,1483,4708902,1334,4088768,134,346864,694,3740978,2158,2726023,227,566495,2578,6197832,526,1793610,920,4914558,90,289822,462,2650781,1481,1999564,125,636318,1904,5457250,311,1276466,305,1500269,22,70892,165,729975,417,522418,52,153966,613,1485558,103,249951,227,858547,15,58713,106,434999,299,665629,22,189651,497,1382048,42,228049,96,432617,7,15942,28,364168,126,158029,13,87494,237,711875,17,58550,398,1919162,17,66291,193,2495839,484,838320,57,339188,936,3393895,95,318106
105年12月,金門縣,6248,16433915,1336,3140542,2277,11845224,9575,11762650,1113,2279386,12958,34143637,3065,8333792,3695,13427417,716,2031113,1455,6099899,5812,6881706,696,1512459,7368,19563827,1511,5197739,1490,5162273,207,640137,664,3129561,2265,3120881,263,601492,2976,7536513,436,1372550,972,6378602,113,334965,436,2354389,1604,2185416,119,439590,2101,5888987,314,1491321,358,1501096,41,139847,142,508161,431,597984,41,154705,651,1665073,105,222242,246,1042310,26,43307,99,669920,309,421900,25,61096,468,1331826,52,160416,108,405399,9,26508,44,259729,117,164481,12,29343,221,828868,23,113322,447,2022377,38,192102,169,908129,557,1188340,48,324754,1027,4002989,74,199765
106年01月,金門縣,6394,19536453,1508,3981075,2274,12614854,8364,9922655,1151,2114439,13669,35098502,3146,8962838,3822,13276996,733,2058415,1555,8679489,5208,6889959,716,1871381,7714,21385139,1473,5229525,1396,5290124,198,539066,618,3202016,1887,2719241,266,520493,2866,7646024,481,1951437,1008,4715059,111,370120,431,2393558,1339,1774349,144,289171,2046,5749783,306,1357589,310,1268560,33,85616,156,778628,362,425495,36,88182,701,1828435,93,494638,222,964777,24,59619,88,695097,275,598728,34,45735,476,1509371,50,194380,111,890398,8,26964,30,172392,66,81819,17,84974,190,643227,30,87616,394,2263443,32,150229,181,1574534,372,555504,42,391528,955,3049713,80,328483
106年02月,金門縣,4753,12912481,859,2113961,1896,8945136,7528,9362576,1085,1959031,11916,31992180,2536,8889615,2563,8422664,441,1058205,1194,5769799,4690,5788087,636,1569199,6796,18443801,1215,6693930,976,2624237,115,308893,522,2461093,1790,2394194,250,492075,2652,7075031,377,1084741,640,5152713,73,183327,344,1469822,1274,1730833,124,182063,1812,5170434,271,785866,235,812891,20,66966,125,401186,310,462929,35,71860,561,1547402,59,283019,168,1045617,14,49718,80,564835,239,323494,24,94498,391,1189570,57,509275,95,777304,8,20190,48,218217,96,139545,16,58127,169,441375,20,24939,301,1852477,19,83289,182,1412036,428,673295,32,86938,885,3272966,74,234362
106年03月,金門縣,5781,12423954,858,1943558,2052,10181370,8444,9595976,1160,1984354,12168,30959641,2882,9927313,3234,8551386,416,1026383,1361,5483379,5096,6079508,607,1912888,6867,17844938,1232,5701463,1228,3176244,105,333752,536,2591115,1921,2251038,216,511190,2686,6965804,438,1801757,744,4596346,60,144833,339,1518498,1353,1690452,141,375981,1884,5294107,281,1141177,281,636699,10,44598,103,384361,351,453915,26,79649,630,1663546,77,559432,189,644632,16,47974,93,394181,270,401357,44,956404,471,1438608,51,1232855,83,269702,4,10277,50,274181,93,185961,18,50243,239,562282,18,47955,357,1247279,22,79202,168,1674000,469,706779,41,134607,967,3028713,68,293593
106年04月,金門縣,6162,12719399,985,1934151,2291,14447181,9161,10898575,1269,3526912,13068,32067838,2837,9441618,3518,9008035,485,1048595,1474,7913522,5652,6727877,752,1618421,7228,19210927,1274,4871172,1287,3627014,113,258654,607,3315724,2176,2779392,294,932102,2840,6711063,453,1381037,867,2796448,84,185738,416,2151348,1428,1819387,143,721381,1984,5612451,272,870526,335,759056,18,42255,124,607734,420,524205,38,182857,648,2129333,88,744835,206,635747,13,28815,102,666377,328,645695,39,243712,496,1448619,78,608792,114,433793,4,6696,52,273247,85,109285,10,54037,199,630214,22,60878,415,1422364,19,73683,244,2125786,527,950352,50,619210,986,3703173,78,386620
