statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_f,edu_doctor_ungraduated_f,edu_master_graduated_f,edu_master_ungraduated_f,edu_university_graduated_f,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_senior_graduated_f,edu_senior_ungraduated_f,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_f,edu_junior_graduated_f,edu_junior_ungraduated_f,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_f,edu_primary_graduated_f,edu_primary_ungraduated_f,edu_selftaughtl_f,edu_illiterate_f
104,臺北市大安區,車層里,5701,20,9,341,50,1133,159,169,11,223,6,5,257,103,306,24,129,40,4,0,114,11,5,9
104,臺北市大安區,光信里,6957,35,5,392,38,1304,210,251,22,255,7,7,273,101,398,54,166,39,4,1,208,19,3,13
104,臺北市大安區,學府里,2568,43,7,92,14,245,73,65,4,60,1,5,133,24,111,32,110,19,1,0,152,24,2,18
104,臺北市中山區,正守里,2947,7,3,95,24,423,97,89,7,104,6,4,116,32,201,23,112,20,5,0,129,14,5,15
104,臺北市中山區,正義里,4828,11,2,124,26,677,156,192,19,199,9,19,232,57,451,62,220,37,5,2,218,23,8,17
104,臺北市中山區,正得里,3432,9,4,125,26,599,88,113,11,134,7,3,161,51,280,35,123,23,4,0,140,15,6,12
104,臺北市中山區,民安里,4286,10,6,166,36,633,117,123,13,154,5,6,188,61,307,35,145,25,10,1,200,23,2,14
104,臺北市中山區,康樂里,2448,6,4,88,16,399,61,84,7,104,5,3,138,39,199,20,105,26,2,0,100,9,3,10
104,臺北市中山區,中山里,5882,10,11,197,44,845,176,237,33,224,8,9,296,64,512,74,253,44,7,2,288,37,7,17
104,臺北市中山區,聚盛里,3839,4,4,130,26,512,83,147,26,127,5,3,219,35,347,47,200,31,6,1,194,19,6,16
104,臺北市中山區,集英里,6372,10,8,240,41,926,199,240,27,203,9,17,261,105,493,73,230,38,14,2,344,32,11,25
104,臺北市中山區,聚葉里,3619,6,4,117,20,510,131,134,15,114,11,11,157,47,268,41,145,28,2,0,211,14,3,14
104,臺北市中山區,恆安里,4333,14,8,149,32,711,128,189,24,136,2,3,207,51,363,63,161,27,3,0,206,21,7,15
104,臺北市中山區,晴光里,4840,14,3,178,41,735,141,172,15,160,13,11,226,65,381,64,211,30,6,0,222,17,10,22
104,臺北市中山區,圓山里,3891,9,5,114,28,538,105,125,22,135,5,6,209,44,323,43,181,24,4,0,195,16,6,11
104,臺北市中山區,劍潭里,3404,11,4,102,24,500,90,99,11,124,8,3,154,41,192,36,120,19,8,0,150,24,8,28
104,臺北市中山區,大直里,8465,22,15,446,57,1395,236,307,25,342,14,12,281,151,500,73,244,54,7,1,272,48,6,28
104,臺北市中山區,成功里,5723,30,10,335,50,1105,186,180,17,249,11,6,194,107,295,31,138,42,4,0,146,20,1,11
104,臺北市中山區,永安里,8326,31,19,451,77,1462,302,262,20,335,7,11,274,166,462,39,240,64,10,2,217,34,8,17
104,臺北市中山區,大佳里,981,0,0,8,3,78,24,30,2,10,1,1,28,12,65,12,39,7,1,0,92,6,3,9
104,臺北市中山區,新喜里,4908,7,3,113,28,642,160,167,18,170,5,10,193,61,399,68,203,36,8,1,300,28,13,15
104,臺北市中山區,新庄里,4624,6,2,113,37,565,134,176,19,166,8,12,218,57,360,64,199,31,6,0,299,16,9,17
104,臺北市中山區,新福里,4693,6,11,136,27,630,136,157,16,141,10,7,210,63,378,48,199,32,11,4,289,20,7,19
104,臺北市中山區,松江里,5984,21,2,208,34,957,162,208,11,218,10,14,256,103,431,57,202,51,6,2,247,23,7,18
104,臺北市中山區,新生里,4607,11,2,124,34,595,120,128,17,139,8,8,228,54,356,54,231,30,7,2,277,21,12,21
104,臺北市中山區,中庄里,4732,8,7,137,33,559,134,155,18,159,9,10,190,57,352,49,219,32,6,1,301,26,15,24
104,臺北市中山區,行政里,7121,4,10,148,22,767,185,188,16,194,12,9,340,83,558,70,285,61,12,1,352,87,7,41
104,臺北市中山區,行仁里,7467,11,2,154,38,886,212,243,27,221,10,12,265,80,621,96,316,57,12,1,526,31,18,52
104,臺北市中山區,行孝里,3771,6,1,83,19,463,111,127,21,94,7,6,157,54,298,34,183,28,5,0,238,16,10,23
104,臺北市中山區,下埤里,6966,10,5,196,53,1029,215,236,21,236,9,12,254,80,543,79,273,50,5,2,364,34,12,28
104,臺北市中山區,江寧里,6282,12,9,272,45,1038,175,200,11,226,4,11,230,99,445,52,182,31,10,0,243,17,8,16
104,臺北市中山區,江山里,6889,20,12,256,64,1047,199,212,17,216,16,9,272,103,474,51,231,39,7,2,299,29,5,31
104,臺北市中山區,中吉里,5038,19,8,182,47,772,146,170,13,173,4,7,205,77,337,38,172,25,6,3,205,12,6,10
104,臺北市中山區,中原里,4591,10,5,180,40,708,135,162,15,156,3,8,214,44,317,24,151,21,4,1,211,15,4,17
104,臺北市中山區,興亞里,4856,15,5,209,37,801,160,167,16,195,9,7,220,59,334,36,144,22,5,0,152,12,6,9
104,臺北市中山區,中央里,3255,10,4,112,26,480,103,146,11,128,3,7,131,45,227,24,114,17,7,0,126,10,1,10
104,臺北市中山區,朱馥里,5403,13,5,189,29,798,126,201,16,190,4,9,200,75,358,44,212,30,14,1,296,28,17,29
104,臺北市中山區,龍洲里,4661,15,6,198,32,765,150,166,12,191,6,2,196,67,325,29,129,28,6,0,165,22,14,14
104,臺北市中山區,朱園里,4220,9,9,203,24,732,132,158,16,144,8,5,197,67,285,31,99,18,9,1,130,10,3,6
104,臺北市中山區,埤頭里,3178,7,2,118,24,460,83,131,16,99,3,5,122,38,214,22,101,18,6,0,148,13,7,17
104,臺北市中山區,朱崙里,2622,6,2,119,18,406,76,107,4,91,4,5,109,40,175,26,69,14,4,0,122,15,7,9
104,臺北市中山區,力行里,5495,16,10,247,31,926,170,174,9,211,7,8,231,92,321,35,184,42,8,1,183,28,4,13
104,臺北市中山區,復華里,4226,10,7,207,28,694,129,163,12,183,5,5,189,76,269,34,134,19,2,0,146,19,6,11
104,臺北市中山區,金泰里,6450,17,9,331,48,1040,217,250,17,197,4,11,200,93,379,52,162,50,5,4,221,31,6,26
104,臺北市中山區,北安里,2467,6,1,98,24,389,82,84,7,98,3,2,88,38,173,16,77,14,1,1,86,10,2,4
104,臺北市中正區,水源里,2749,19,6,137,22,417,93,93,6,76,4,3,82,39,167,21,104,20,1,0,156,19,6,16
104,臺北市中正區,富水里,2256,13,9,87,24,307,53,68,14,59,1,4,78,32,131,24,81,4,2,0,80,13,6,20
104,臺北市中正區,文盛里,2371,26,2,118,26,403,60,66,10,82,3,2,91,29,139,16,61,11,1,0,95,6,1,6
104,臺北市中正區,林興里,4206,16,8,234,35,616,117,163,13,110,3,10,161,59,254,36,131,27,2,1,198,22,5,26
104,臺北市中正區,河堤里,4290,25,7,218,46,732,142,152,14,144,3,2,165,48,230,32,126,18,4,0,126,13,2,18
104,臺北市中正區,頂東里,5622,29,15,306,56,949,163,206,23,197,5,8,188,54,333,33,156,28,2,0,239,24,4,19
104,臺北市中正區,網溪里,5331,20,14,242,64,902,151,185,15,178,7,9,211,66,303,33,179,28,5,1,209,13,5,15
104,臺北市中正區,板溪里,3094,14,4,150,30,505,92,97,14,94,4,2,132,29,192,23,95,12,3,0,140,12,6,16
104,臺北市中正區,螢圃里,5057,17,7,255,42,798,138,166,15,183,4,5,194,68,304,39,146,28,7,0,208,25,10,14
104,臺北市中正區,螢雪里,4145,11,6,145,42,596,120,146,12,103,7,3,154,61,293,35,137,18,2,0,217,18,12,30
104,臺北市中正區,永功里,5600,10,5,191,42,735,167,188,29,154,5,15,217,59,378,59,225,32,3,1,292,28,8,47
104,臺北市中正區,永昌里,4746,3,6,124,22,513,133,136,23,118,3,11,196,66,343,60,211,26,10,1,330,32,16,41
104,臺北市中正區,龍興里,3390,7,6,154,37,495,104,149,14,100,3,7,81,44,216,36,105,17,2,1,176,20,5,25
104,臺北市中正區,忠勤里,6250,3,3,90,40,561,157,177,38,106,5,14,279,80,460,96,494,48,7,2,415,70,20,113
104,臺北市中正區,廈安里,3673,10,3,152,30,595,98,159,17,111,3,9,120,74,244,42,112,21,1,0,142,16,5,14
104,臺北市中正區,愛國里,2892,9,7,147,39,430,95,123,10,101,6,8,119,53,224,23,79,26,5,1,91,13,2,4
104,臺北市中正區,南門里,2408,16,6,119,23,425,80,95,8,74,4,4,95,53,145,21,67,18,2,0,63,9,3,10
104,臺北市中正區,龍光里,2961,19,6,183,19,522,83,130,7,82,1,7,77,51,154,20,67,15,2,0,66,16,1,5
104,臺北市中正區,南福里,9026,51,20,555,81,1510,302,374,25,306,10,17,276,206,427,61,170,50,8,2,220,37,9,19
104,臺北市中正區,龍福里,6415,38,7,294,51,1010,201,241,28,205,13,17,188,118,370,55,161,43,5,0,155,29,8,26
104,臺北市中正區,新營里,7743,50,19,521,102,1336,251,282,24,271,10,16,187,193,367,43,158,61,5,0,169,28,9,21
104,臺北市中正區,建國里,1297,6,4,78,16,237,54,55,7,38,4,2,50,24,67,9,27,10,1,0,38,1,0,3
104,臺北市中正區,光復里,3401,12,5,128,26,521,118,134,15,121,9,12,136,57,224,41,107,28,1,0,110,11,4,6
104,臺北市中正區,黎明里,2950,10,4,123,30,465,99,115,7,105,3,5,126,62,153,25,77,15,1,1,78,11,2,9
104,臺北市中正區,梅花里,2966,12,3,153,29,505,90,111,16,104,5,2,105,41,193,14,81,8,5,0,83,7,4,11
104,臺北市中正區,幸福里,4124,35,7,215,33,637,110,175,10,165,7,9,154,79,232,25,118,21,2,2,108,25,3,8
104,臺北市中正區,幸市里,4155,28,6,225,35,788,129,149,16,139,5,6,146,58,204,26,101,18,11,2,112,11,2,8
104,臺北市中正區,東門里,3653,23,18,227,43,611,121,123,11,110,1,4,108,63,170,22,84,26,5,0,109,15,6,17
104,臺北市中正區,文北里,4947,37,10,327,51,918,165,161,17,168,3,5,169,95,234,26,110,26,1,0,94,15,4,13
104,臺北市中正區,文祥里,6760,45,17,413,69,1191,218,223,18,230,10,19,222,152,360,42,156,36,8,0,165,26,7,12
104,臺北市中正區,三愛里,7565,41,11,529,73,1404,236,273,25,283,10,13,322,135,333,39,185,46,6,1,177,16,1,19
104,臺北市大同區,玉泉里,2761,3,1,77,15,377,78,86,9,83,4,6,113,45,197,27,97,21,5,1,127,18,5,15
104,臺北市大同區,建明里,3174,6,2,97,15,429,116,115,10,110,6,3,115,50,241,31,104,15,4,0,145,19,4,7
104,臺北市大同區,建功里,4211,5,1,106,28,497,120,119,18,109,8,6,173,67,331,57,167,34,11,2,266,47,8,18
104,臺北市大同區,建泰里,3373,7,6,106,17,470,95,119,10,108,5,9,151,47,248,34,113,29,6,0,151,22,4,9
